machine	bbchallenge_id	formula_tape	num_steps_until_formula_tape	num_macro_steps_until_special_case
1RB0LD_0RC1RA_1RD1LA_1LA1LE_---0LC	53568842	.<A10101(01010101010101010101).	368	126
1RB0LD_0RC1RA_1RD1LA_1LC1LE_---0LC	53568900	.<A1010(1010).	57	21
1RB0LD_0RC1RB_1RD0RD_1LA0LE_---0LC	53584689	.<A1010(010010)1.	78	27
1RB0LD_0RC1RB_1RD1RA_1LA0LE_---0LC	53585424	.<A1010(010010)1.	70	25
1RB0LD_0RC1RB_1RD1RA_1LA1RE_0RA---	53585428	.<A1010(010010010010)1.	244	82
1RB0LD_0RC1RB_1RD1RE_1LA1RE_0RA---	53585762	.<A10100101001(01001).	150	44
1RB0LD_0RC1RB_1LC1RA_---1LE_0LA0LC	53587046	.<A010(010010010010)1.	264	100
1RB0LD_0RC1RB_1LD1RE_1LA1RD_---0RA	53589965	.<A1011(01011).	54	20
1RB0LD_0RC1RC_1RD---_0LE0RA_0LA1LD	53593935	.<A001010(10001010).	137	50
1RB0LD_0RC1RC_1RD---_0LE0RA_1LA1LD	53593938	.<A1010(00101010)10.	141	52
1RB0LD_0RC1RC_1RD---_0LE0RA_1LC1LD	53593939	.<C101010001010(10001010).	216	78
1RB0LD_0RC1RC_1LA0RA_---0LE_0RA0LC	53600079	.<A10001(001001).	102	38
1RB0LD_0RC1RC_1LA0RA_---0LE_1RA0LC	53600092	.<A10001(0001001001).	222	80
1RB0LD_0RC1RC_1LA0RA_---0LE_1RB0LC	53600096	.<A10001(0001001).	100	37
1RB0LD_0RC1RC_1LA0RA_---0LE_1LC0LC	53600103	.<A1100100(0100100)1.	111	39
1RB0LD_0RC1RC_1LA0RA_1LE0RD_0LA---	53600387	.<A01001(001001001)1.	141	50
1RB0LD_0RC1RC_1LA0RA_1LE1LD_0LA---	53600411	.<A01(001001001001001001)1101.	449	139
1RB0LD_0RC1RC_1LA0RE_---0LE_1RB0LC	53601875	.<A10001(0001001).	100	37
1RB0LD_0RC1RC_1LA0RE_0LC0LA_0RA---	53602501	.<A100001(000010001).	115	42
1RB0LD_0RC1RC_1LA0RE_1LA0LA_1RB---	53602820	.<A10001(0001001).	100	37
1RB0LD_0RC1RC_1LA1RB_---0LE_1LC1LA	53606035	.<A110010(010010)1.	94	33
1RB0LD_0RC1RC_1LA1RE_0RB1LA_0RB---	53607864	.00100(0)10(110)B>.	70	22
1RB0LD_0RC1RC_1LA1RE_1RA0LA_0RD---	53608132	.<A0000000010(000010000010)1.	410	144
1RB0LD_0RC1RC_1LA1RE_1RB1LA_0RB---	53608198	.1011(1)010(110)B>.	70	22
1RB0LD_0RC1RD_1LA---_1LE0RB_0LB0LA	53626338	.<B01001001(001001).	108	35
1RB0LD_0RC1RD_1LA---_1LE0RB_1LA0LA	53626346	.<A11001001(001001).	104	33
1RB0LD_0RC1RD_1LA0LA_1LC0RE_0RC---	53628273	.<A11001001(001001).	104	33
1RB0LD_0RC1RD_1LA0LE_1LC0RA_---0LA	53628974	.<A110001(000100010001).	203	70
1RB0LD_0RC1RD_1LA1RE_0LA1LD_---1RA	53629729	.<A00011(0011001100110011)1100.	500	180
1RB0LD_0RC1RD_1LA1LE_1LE1RA_---1LC	53630968	.<A11111(111111).	74	26
1RB0LD_0RC1RE_1LC1RD_1LA0LA_0RB---	53654541	.<A00001010(1010)00011(11).	288	100
1RB0LD_0RC1RE_1LD---_1LA0LB_0RA0RE	53657673	.<A1(101101101101101101101101)011.	914	292
1RB0LD_0RC1RE_1LD---_1LA0LC_0RA0RE	53657807	.<A1(100110011001)011.	188	61
1RB0LD_0RC1LB_1LD0RA_0LE---_1RA0LC	53718434	.1100100(100100100)A>.	183	66
1RB0LD_0RC1LC_1LA0RA_1LE---_0LA0LC	53726797	.<A1010(010010).	102	38
1RB0LD_0RC1LE_0RD1RE_1LB---_0LA0RA	53758377	.<A01100(1100)0.	72	26
1RB0LD_0RC1LE_1LD0RA_0LB---_0LA1RC	53775001	.<A0101(00101).	60	22
1RB0LD_0LB1RC_1LA0RE_1RA1LB_0RC---	53809829	.10000000(11000)0C>.	179	63
1RB0LD_0LB1RC_1LA0RE_1RE1LB_0RC---	53809985	.1000000(11000)0C>.	132	47
1RB0LD_0LC0RC_0RD1LA_1LE0RA_0LA---	53954215	.<A010101(0010101).	102	36
1RB0LD_0LC0RD_0LD1LB_1RE---_0RA0RE	53970442	.(101010)A>.	36	13
1RB0LD_0LC0RD_1LE1RD_1RC1LA_---1LB	53979597	.1(11)011111(11)C>.	124	46
1RB0LD_0LC0RE_1RD1LB_1LA0RA_1RD---	53990693	.<A101010101(0101).	90	26
1RB0LD_0LC0RE_1LA1RC_0LC---_0RC0RA	53993042	.<A1001(01001).	63	23
1RB0LD_0LC0RE_1LA1LD_1LB0RA_1RA---	53995218	.<A101101101(101101101)00.	228	80
1RB0LD_0LC0LA_1RD1LA_0RE---_1LB0RC	54011066	.<A101001(001001).	126	43
1RB0LD_0LC0LB_1RC0RD_1LE0RD_1LA---	54023950	.<B00(0000)11111.	111	40
1RB0LD_0LC0LD_1RA0RD_1LE0RC_1LB---	54036045	.1001(001001)A>.	102	36
1RB0LD_0LC1RC_---1RD_1RE1LE_1LA0RA	54120876	.<A1101(01101).	66	24
1RB0LD_0LC1RC_0RD1RD_1LA1RE_0RA---	54121938	.<A101(00101).	60	22
1RB0LD_0LC1RE_0RA1RD_1LA1RC_0RD---	54177954	.<A101(00101).	60	22
1RB0LD_0LC1RE_1RD1LB_1LA0RC_1RA---	54189024	.<A101010101(01010101).	247	92
1RB0LD_1RC---_0RD0RA_1LE0LA_1LC0RA	54286768	.(110110)A>.	60	21
1RB0LD_1RC---_0RD0RE_1LE1LD_0LA0RA	54288365	.<A0110011(0011)11001(00010001).	328	140
1RB0LD_1RC---_0LA0RC_1LE1LD_1LC1LA	54305598	.<A011(011)100(11100).	116	50
1RB0LD_1RC---_0LA0RD_1RA1LE_1RE0LC	54306534	.<A00100(0100).	72	26
1RB0LD_1RC---_0LA0RE_1LC0LB_1RD0RA	54311210	.<A010000(10000).	72	26
1RB0LD_1RC---_0LD0RE_1LE1LD_0LA0RA	54358414	.<A01100110011(00110011)11001(0101)110.	467	162
1RB0LD_1RC---_1RD0RA_1LE0RC_0LA0LA	54374791	.<A010010(010010).	93	33
1RB0LD_1RC---_1RD0RA_1LE0RC_1RC0LA	54374801	.<A010010010(010010010).	243	85
1RB0LD_1RC---_1RD0RA_1LE1LC_0LA0LA	54375058	.<A0100(100100100)01.	145	52
1RB0LD_1RC---_1RD0LA_0LE0RA_0RB1LC	54379277	.011101(1101)B>.	94	33
1RB0LD_1RC---_1RD0LE_1LC0RC_1LA0RD	54385119	.<C10101(0101).	61	18
1RB0LD_1RC---_1LA0RA_0LA0LE_1LD0LC	54402215	.<A01001(001001).	57	21
1RB0LD_1RC---_1LA0RB_1LE0LB_0LA0LC	54404732	.<A010101(010101010101).	226	78
1RB0LD_1RC---_1LA0RE_1LE0RD_1RC0LC	54413450	.10101(0101)C>.	57	18
1RB0LD_1RC---_1LA1RD_0RE0LE_1RA0LA	54427525	.<A00000010(0001000010)1.	258	92
1RB0LD_1RC---_1LA1LC_0LE0LD_1RE0RA	54436188	.<D000(0)111111(1).	104	22
1RB0LD_1RC---_1LD0RA_1LE0RD_1LB0LA	54467424	.<A0100010(010010010010).	260	100
1RB0LD_1RC---_1LD0RE_1LB0LC_1RA0RD	54475120	.10101(010101)A>.	105	37
1RB0LD_1RC---_1LD0RE_1LE1LD_0LA0RA	54475810	.<A0110011(00110011)111111(1011).	353	130
1RB0LD_1RC---_1LD0LA_0LC0RE_1RA0RD	54477591	.<A0010(00010).	63	23
1RB0LD_1RC0RA_0RD0RA_1LE---_1LB0LE	54507209	.10101101(101)011010(11010)A>.	208	68
1RB0LD_1RC0RA_0LD0RA_1LE1LC_0LA---	54513129	.<A0100(10100100).	128	46
1RB0LD_1RC0RA_1RD---_1LA0RE_0RE1LD	54515346	.<A1010(1010)0.	96	34
1RB0LD_1RC0RA_1RD---_1LA0RE_1RE1LD	54515360	.<A1010(1010)0.	108	38
1RB0LD_1RC0RA_1RD---_1LA0RE_1LA---	54515361	.<A1010(1010)0.	84	30
1RB0LD_1RC0RA_1RD---_1LA0RE_1LC0LD	54515364	.<A1010(1010)0.	84	30
1RB0LD_1RC0RA_1RD---_1LA0RE_1LC1RD	54515365	.<A10101(01010101)1.	164	58
1RB0LD_1RC0RA_1RD---_1LA0LE_1RD0RC	54515406	.<A101010(101010).	117	41
1RB0LD_1RC0RA_1RD---_1LA0LE_1RD0RE	54515407	.<A101010(101010).	117	41
1RB0LD_1RC0RA_1RD---_1LA1RE_0RE1RD	54515420	.<A10101(01010101)1.	152	54
1RB0LD_1RC0RA_1RD---_1LA1RE_0LE0RD	54515426	.<A1010(1010)0.	96	34
1RB0LD_1RC0RA_1RD---_1LE0RC_1LA0LE	54515607	.<A10(101010101010)001.	176	64
1RB0LD_1RC0RA_1RD---_1LE1LA_1LA0LE	54515792	.<A10(10101010)001.	112	40
1RB0LD_1RC0RA_1RD0RE_1LA0LC_1RD---	54516165	.<A101010(101010).	117	41
1RB0LD_1RC0RA_1RD0LC_1LA0LE_---0RA	54516445	.<A1010(1010)0.	72	26
1RB0LD_1RC0RA_1RD0LE_1LA1RE_0RC---	54516647	.<A10101(01010101)1.	164	58
1RB0LD_1RC0RA_1RD0LE_1LC---_1LA0RE	54516766	.<A1010(1010)0.	84	30
1RB0LD_1RC0RA_1RD1RD_1LA1RE_0RC---	54516992	.<A10101(01010101)1.	152	54
1RB0LD_1RC0RA_1RD1LD_1LA0RE_0RC---	54517819	.<A1010(1010)0.	96	34
1RB0LD_1RC0RA_1LA---_1LE0RC_---0LC	54520349	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA---_1LE0RC_1LA0LE	54520443	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA---_1LE0RE_1LA0LC	54520537	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA---_1LE0RE_1LA0LE	54520539	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA---_1LE0LB_1LC0RB	54520579	.<A1110101(010101).	99	37
1RB0LD_1RC0RA_1LA0RA_0LC1LE_1LC---	54521064	.<A11101(00101).	67	26
1RB0LD_1RC0RA_1LA0RC_---0LE_1LA0LB	54521729	.<A1001(001001).	66	24
1RB0LD_1RC0RA_1LA0RE_---0LE_1LA0LB	54522472	.<A1001(001001).	66	24
1RB0LD_1RC0RA_1LA0RE_1LA1LD_0RD---	54523106	.<A1(01010101010101010101)101.	534	156
1RB0LD_1RC0RA_1LA0RE_1LD0LC_0RD---	54523340	.<A10(10101010)01.	134	52
1RB0LD_1RC0RA_1LA0LB_1LE0LC_---0LC	54523955	.<A10(1010)01.	46	18
1RB0LD_1RC0RA_1LA0LC_1LC1RE_0RD---	54524460	.<A10101(01010101)1.	134	48
1RB0LD_1RC0RA_1LA0LE_1LC0RC_1LA---	54525506	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA0LE_1LC0RE_1LA---	54525524	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA1RA_---1LE_0LA0LD	54525676	.<A0101(00101).	48	18
1RB0LD_1RC0RA_1LA1RA_---1LE_0LA1LC	54525681	.<A0101(00101).	54	20
1RB0LD_1RC0RA_1LA1RC_1LE0LC_---0LC	54526280	.<A10(10101010)01.	110	40
1RB0LD_1RC0RA_1LA1RD_1LE0LC_---0LB	54526503	.<A1001(101001).	74	26
1RB0LD_1RC0RA_1LA1LB_1LE1RB_---0LC	54528301	.<A1010(1010).	60	22
1RB0LD_1RC0RA_1LA1LE_0RC0LC_---1RB	54529373	.<A1001(001001001).	156	55
1RB0LD_1RC0RA_1LB---_1LE---_1LA0LE	54531040	.<A1010(1010).	48	18
1RB0LD_1RC0RA_1LB0RA_1LE---_0LA0LC	54531846	.<A010010010(010010010).	225	79
1RB0LD_1RC0RA_1LB0LE_1LC---_1LA---	54535447	.<A1010(1010).	48	18
1RB0LD_1RC0RA_1LC0RA_1LE---_1LA0LE	54539518	.<A1010(1010).	48	18
1RB0LD_1RC0RA_1LD---_1LA1RE_0RE1RD	54542963	.<A10101(01010101)1.	158	56
1RB0LD_1RC0RA_1LD---_1LE0RA_1LA0LE	54543134	.<A1010(1010).	48	18
1RB0LD_1RC0RB_0RD---_0LE0RA_1LA1RC	54546411	.<A1001010(01010).	94	31
1RB0LD_1RC0RB_0RD---_0LE0RA_1LA1RE	54546412	.<A1001010(01010).	82	27
1RB0LD_1RC0RB_0RD0RD_1LE0RA_1LA---	54546680	.<A11011011(011011).	82	27
1RB0LD_1RC0RB_0RD1LB_1LE0RA_0LA---	54547025	.<A01001001(001001).	94	31
1RB0LD_1RC0RB_1RD0RA_1LA0RE_0LC---	54554793	.<A101(01010101)11.	132	46
1RB0LD_1RC0RB_1RD0RA_1LA1RE_1LA---	54554802	.<A101(01010101)11.	120	42
1RB0LD_1RC0RB_1RD0RA_1LA1LE_---1LD	54554807	.<A1(010101010101)1101.	176	64
1RB0LD_1RC0RB_1RD0RD_1LA1RE_0LA---	54554884	.<A101001001001001001001(001001).	420	84
1RB0LD_1RC0RB_1LA0RA_0LB1LE_1LA---	54558980	.<A1101(01101).	54	20
1RB0LD_1RC0RB_1LA0RA_0LD1LE_0LA---	54559021	.<A010(010010010)1.	118	42
1RB0LD_1RC0RB_1LA0RA_0LE1LC_1RC---	54559064	.<A1101(01101).	54	20
1RB0LD_1RC0RB_1LA0RA_1RE1LE_0LA---	54559162	.<A010(010010010)1.	122	44
1RB0LD_1RC0RB_1LA0RA_1LE0LB_0LC---	54559309	.<A1010101(01010101).	105	37
1RB0LD_1RC0RB_1LA0RA_1LE1LC_0LD---	54559333	.<A1101(01101).	48	18
1RB0LD_1RC0RB_1LA0RE_0LB1LC_1RB---	54562181	.<A1101(01101).	54	20
1RB0LD_1RC0RB_1LA0RE_1LA0LC_1RB---	54562895	.<A101010(1010)0101001(001001).	240	86
1RB0LD_1RC0RB_1LA0RE_1LA0LD_1RB---	54562904	.<A101010(1010)0101001(001001).	240	86
1RB0LD_1RC0RB_1LA0RE_1LC1RC_---0RA	54563168	.<A11011(011011).	63	23
1RB0LD_1RC0RB_1LA0LE_1LC0RC_---0RA	54567576	.1(1)0001001(001)B>.	109	38
1RB0LD_1RC0RB_1LA1RE_1RE1LA_1RA---	54570649	.<A101(00101).	57	21
1RB0LD_1RC0RB_1LA1RE_1LA0LC_0RA---	54570729	.<A10(1001010010)01.	158	52
1RB0LD_1RC0RB_1LA1RE_1LA0LD_0RA---	54570739	.<A10(1001010010)01.	158	52
1RB0LD_1RC0RB_1LC0RA_0LE---_1LA1LD	54575569	.<A1010(1010)0.	51	19
1RB0LD_1RC0RB_1LC0RA_1LE---_1LA0LE	54575650	.<A1010(1010).	48	18
1RB0LD_1RC0RB_1LC1RA_1LA1LE_---0LD	54576221	.<A1010(1010).	48	18
1RB0LD_1RC0RB_1LD0RA_1LA1LE_---1RC	54577459	.<A1010(1010).	54	20
1RB0LD_1RC0RB_1LD0RE_0LB1LA_---0RA	54577712	.<A11011(011011).	75	27
1RB0LD_1RC0RB_1LD0RE_1RC0LA_1RB---	54577751	.<A00010(10101010)00101(0101).	339	124
1RB0LD_1RC0RB_1LD0RE_1LA0LD_1RB---	54577799	.<A101010(1010)0101001(001001).	240	86
1RB0LD_1RC0RB_1LD1RE_1LA0LD_0RA---	54578888	.<A10(1001010010)01.	158	52
1RB0LD_1RC0RC_0RD0RA_1LE0RE_1LA---	54579823	.<A110110(110110).	87	31
1RB0LD_1RC0RC_0RD0RA_1LE1RE_1LA---	54579827	.<A11011(011011011)1.	135	48
1RB0LD_1RC0RC_1RD0RA_1LE---_1LA1LB	54586396	.<A110110(110110).	75	27
1RB0LD_1RC0RC_1RD0RB_1LE1LA_---0LA	54586430	.<A1001(001001).	81	29
1RB0LD_1RC0RC_1LA0RA_---0LE_0LC1RC	54587931	.<A10001(010001).	81	29
1RB0LD_1RC0RC_1LA0RE_1LE1LA_1RA---	54591692	.<A101(00101).	57	21
1RB0LD_1RC0RC_1LA1RB_---1LE_1RC0LA	54595681	.<A010110(010010)1.	121	40
1RB0LD_1RC0RC_1LA1RE_1RB1LA_1RA---	54597928	.<A101(010101010101).	257	90
1RB0LD_1RC0RC_1LA1RE_1LA0LD_0RB---	54598088	.<A100(0)1(0101).	60	24
1RB0LD_1RC0RC_1LA1RE_1LA1RC_---0RA	54598100	.<A1011(01011).	66	24
1RB0LD_1RC0RC_1LA1RE_1LA1RD_---0RA	54598110	.<A1011(01011).	66	24
1RB0LD_1RC0RD_0LD---_1LA1RE_1LA0RA	54615551	.<A1011(01011).	72	26
1RB0LD_1RC0RD_1RD---_1LE0RA_1LA0LB	54617676	.<A11011(011011011)1.	135	48
1RB0LD_1RC0RD_1RD---_1LE0RA_1LA0LD	54617677	.<A1101(101101101101101101)011.	391	124
1RB0LD_1RC0RD_1RD---_1LE0RA_1LA1LD	54617681	.<A11(011011011011011)1101.	323	104
1RB0LD_1RC0RD_1LA---_0LE1RE_0RA1LC	54621396	.<A1100(1100).	54	20
1RB0LD_1RC0RD_1LA---_1RA0LE_0RC0LB	54621660	.1101(101101)A>.	81	26
1RB0LD_1RC0RD_1LA---_1RA0LE_0LD0LB	54621705	.1101101101101(101101)A>.	185	50
1RB0LD_1RC0RD_1LA---_1RA0LE_1RC0LB	54621712	.1101101(101101)A>.	109	34
1RB0LD_1RC0RD_1LA---_1RA0LE_1RE0LB	54621734	.1101(101101)A>.	75	26
1RB0LD_1RC0RD_1LA---_1RA0LE_1LA0RB	54621737	.<A10010010010010(010010010).	303	103
1RB0LD_1RC0RD_1LA---_1RE1LA_1RA1RE	54623007	.<A101(00101).	57	21
1RB0LD_1RC0RD_1LA---_1LA1RE_1LA0RA	54623507	.<A1011(01011).	66	24
1RB0LD_1RC0RD_1LA0RA_0RE0LC_1RA---	54624651	.110(110)01(110)A>.	93	36
1RB0LD_1RC0RD_1LA0RA_1LE0LC_1RD---	54624913	.<A1001(001001001).	136	51
1RB0LD_1RC0RD_1LA0RB_1RE0LC_1RB---	54625194	.<A10010010010010(010010010).	303	103
1RB0LD_1RC0RD_1LA0RE_1LA1RC_1RB---	54627190	.<A1011(01011).	66	24
1RB0LD_1RC0RD_1LA0LD_0LE0RA_1LC---	54629145	.<A110010(010010).	83	28
1RB0LD_1RC0RD_1LA0LE_1LC0RE_0RC---	54630218	.<A11011(011011).	86	27
1RB0LD_1RC0RD_1LA1LE_1LC1RB_---1LB	54634682	.<A11011(011011).	98	33
1RB0LD_1RC0RD_1LB---_1RA1LE_0LD1RA	54635164	.1101101(101101)A>.	111	36
1RB0LD_1RC0RD_1LC1LB_1LE1RB_0LA---	54640347	.<A01001(001001).	90	31
1RB0LD_1RC0RD_1LD---_1RA0LE_1LA0RE	54641261	.<A10010010(010010010).	201	71
1RB0LD_1RC0RD_1LD---_1LE0RA_1LA0LB	54642093	.<A1101(101101101)0.	137	48
1RB0LD_1RC0RD_1LD0RA_1LE0LC_0LA---	54642347	.<A01001(001001).	90	32
1RB0LD_1RC0RE_0RD---_1LE0RE_1LA0RA	54644577	.<A110110(110110).	87	31
1RB0LD_1RC0RE_0RD---_1LE1RE_1LA0RA	54644712	.<A11011(011011011)1.	135	48
1RB0LD_1RC0RE_0RD0LB_1LE0RB_0LA---	54645120	.101(101)001100(100)B>.	157	56
1RB0LD_1RC0RE_0RD1RC_1LE0RB_0LA---	54645268	.101(101)001100(100)B>.	145	52
1RB0LD_1RC0RE_0LC1LA_1LE0LB_1RA---	54655555	.<A100010(010010010010010).	356	118
1RB0LD_1RC0RE_0LD---_0LE1LA_1LA0RA	54656355	.<A10010(10010).	63	23
1RB0LD_1RC0RE_0LD0RA_1LA1RD_1RC---	54657813	.<A101010101(0101).	98	28
1RB0LD_1RC0RE_1RD---_1LA1LD_0RA0LD	54661840	.<A11101(01010101).	132	48
1RB0LD_1RC0RE_1RD---_1LA1LD_0RA1LE	54661844	.<A11101(01010101).	148	54
1RB0LD_1RC0RE_1RD0RA_1LA1RD_1RC---	54662837	.<A101(01010101)11.	120	42
1RB0LD_1RC0RE_1RD0LC_1LA0LB_1RB---	54663746	.<A1010(1010)0.	72	26
1RB0LD_1RC0RE_1LA---_0LB1LC_1RB0RA	54670196	.<A1101(01101).	54	20
1RB0LD_1RC0RE_1LA---_0LB1LC_1RB0RE	54670197	.<A1101(01101).	54	20
1RB0LD_1RC0RE_1LA---_0LB1LC_1RB1RD	54670199	.<A1101(01101).	60	22
1RB0LD_1RC0RE_1LA---_0LC0RC_0RA0RB	54670283	.<A1001001(001001001).	105	37
1RB0LD_1RC0RE_1LA---_0LC1RC_0RA0RD	54670612	.<A1001(001)1(0011).	87	33
1RB0LD_1RC0RE_1LA---_0LC1LC_0RA0LC	54670740	.<A1101(001001001).	122	45
1RB0LD_1RC0RE_1LA---_1LC0LB_0RE0RA	54676987	.<A1101(101101)01.	68	25
1RB0LD_1RC0RE_1LA---_1LC0LC_0RD1RB	54677059	.<A1001(001001).	78	28
1RB0LD_1RC0RE_1LA---_1LC0LC_1LC0RA	54677075	.<A1001(101101101101).	214	76
1RB0LD_1RC0RE_1LA---_1LC1LA_1LE0RA	54677373	.<A11011(011011).	75	27
1RB0LD_1RC0RE_1LA0RA_---1LE_0LA1RA	54679028	.<A010(010010010)1.	126	46
1RB0LD_1RC0RE_1LA0RA_---1LE_0LA1RE	54679030	.<A010(010010010)1.	130	48
1RB0LD_1RC0RE_1LA0RA_0LA1LA_1RA---	54679214	.<A1000101(000100000101).	250	84
1RB0LD_1RC0RE_1LA0RA_0LB1LC_---0RB	54679248	.<A1101(01101).	54	20
1RB0LD_1RC0RE_1LA0RA_1LA1RC_1RC---	54679547	.<A101010101(0101).	90	26
1RB0LD_1RC0RE_1LA0RA_1LA1RD_1RC---	54679552	.<A101010101(0101).	90	26
1RB0LD_1RC0RE_1LA0RB_1LD0LC_1LB---	54680843	.<A1001(0101).	46	18
1RB0LD_1RC0RE_1LA0RD_1LC1LB_---0RA	54683150	.<A11011011011(011011011)111.	258	84
1RB0LD_1RC0RE_1LA0RD_1LC1LD_---0RA	54683170	.<A11011011(011)1011(011).	177	68
1RB0LD_1RC0RE_1LA0LB_---1LC_0LA1RA	54684991	.<A1101(101101101).	174	64
1RB0LD_1RC0RE_1LA0LB_0LC0LB_0RA---	54685463	.<A10010(010010010)1.	150	53
1RB0LD_1RC0RE_1LA0LB_0LC1RD_0RA---	54685507	.<A10010(010010010)1.	156	55
1RB0LD_1RC0RE_1LA0LB_1LC0RD_---0RA	54686080	.<A110110(110110).	96	34
1RB0LD_1RC0RE_1LA0LB_1LC1RD_---0RA	54686100	.<A11011(011011011)1.	156	55
1RB0LD_1RC0RE_1LA0LC_0LC1LD_0RA---	54687055	.<A10010(010)1010101(101).	157	54
1RB0LD_1RC0RE_1LA1RA_0LA1LA_1RA---	54689651	.<A1000101(000101000101).	210	74
1RB0LD_1RC0RE_1LA1RA_1LC1RC_---0RC	54690039	.<A1101(01)1(0111).	87	33
1RB0LD_1RC0RE_1LA1RB_0LA1LA_1RA---	54690517	.<A1000101(01010101).	170	62
1RB0LD_1RC0RE_1LA1RC_0LC0LB_0RA---	54691147	.<A10010010010(010010010010010010010010010)101.	1038	342
1RB0LD_1RC0RE_1LA1RC_0LC0LC_1RA---	54691158	.<A10010010(010010010010010)101.	445	156
1RB0LD_1RC0RE_1LA1RC_0LC1LD_0RA---	54691205	.<A10(010010010010010010)101.	441	137
1RB0LD_1RC0RE_1LA1RC_1RD0LC_1RA---	54691324	.<A10010010(010010010010010)101.	517	186
1RB0LD_1RC0RE_1LA1RD_1LC1LD_---0RA	54692250	.<A11(011011011011011011)101.	445	139
1RB0LD_1RC0RE_1LA1RE_---0LC_1LB1RB	54692427	.<A1001(001001).	78	28
1RB0LD_1RC0RE_1LA1LC_1LC1LB_---0RA	54696166	.<A11(011)101(101).	93	40
1RB0LD_1RC0RE_1LA1LC_1LC1LD_---0RA	54696179	.<A11(011)101(101).	87	38
1RB0LD_1RC0RE_1LA1LD_0LC0LB_0RA---	54696577	.<A10010010(010)100101(101).	172	58
1RB0LD_1RC0RE_1LA1LD_0LC1LA_0RA---	54696627	.<A10010(010)100100(100).	143	50
1RB0LD_1RC0RE_1LC1LA_1LA0RA_1RD---	54701164	.<A101010101(0101).	88	26
1RB0LD_1RC0RE_1LD0RA_---1LE_0LA1RA	54705459	.<A010(010010010)1.	136	50
1RB0LD_1RC0RE_1LD0RA_1LA1RD_1RC---	54705661	.<A101(01010101)11.	126	44
1RB0LD_1RC0RE_1LD1RA_1RC0LA_0RC---	54707570	.<A0101(00010001).	94	33
1RB0LD_1RC0RE_1LD1LA_1RA0LC_1RD---	54708501	.<A101(00101).	57	21
1RB0LD_1RC0LA_0RD---_1LE0RB_0LB0LE	54710509	.<A00001000(001000101000)1.	386	136
1RB0LD_1RC0LA_1RD---_1RE0RB_1LE0LB	54728330	.<B01001001001(001001).	152	44
1RB0LD_1RC0LA_1RD0RE_1LA1LB_1RA---	54730224	.<A0101(00101).	63	23
1RB0LD_1RC0LA_1LB0RB_0LE1LD_0LC---	54747297	.<B10011111(11)001(01).	106	34
1RB0LD_1RC0LA_1LB0RB_1LE1LD_1LC---	54747637	.<B11111111(11)001(01).	100	32
1RB0LD_1RC0LB_0RD0RA_1LE0LB_0LA---	54774432	.<A010010(010010010010)1.	262	88
1RB0LD_1RC0LB_0RD1LC_1LE0RB_0LA---	54774792	.<A01001001(001001).	98	35
1RB0LD_1RC0LB_1LA0RE_1LE1LB_1RA---	54789690	.<B0101(00101)101(10100).	276	114
1RB0LD_1RC0LB_1LA1RE_0LE0LC_0RA---	54793989	.<A1001(00010001).	130	48
1RB0LD_1RC0LB_1LA1RE_1RB0LC_0RA---	54794108	.<A1001(00010001).	126	46
1RB0LD_1RC0LB_1LA1RE_1RB0LC_0RD---	54794110	.<A1001(00010001).	126	46
1RB0LD_1RC0LC_1RD0RA_1LA0LE_---0LC	54811272	.<A101001(001001).	87	32
1RB0LD_1RC0LC_1RD0RA_1LA1LE_---1LB	54811290	.<A101001(001001).	105	38
1RB0LD_1RC0LC_1RD0RE_1LA0LB_1RB---	54811536	.<A101001(001001).	87	32
1RB0LD_1RC0LC_1RD1LE_1LA0RC_0LB---	54813557	.<B010010101(0101).	116	46
1RB0LD_1RC0LC_1LA0RE_1LB0RA_1RC---	54817757	.<B1010101(0101).	72	22
1RB0LD_1RC0LC_1LA0RE_1LB1LC_1RC---	54817832	.<B1010101(0101).	69	22
1RB0LD_1RC0LD_1LA0RA_0RE0LE_1LB---	54848710	.(110110110)A>.	108	39
1RB0LD_1RC0LD_1LA0RE_1LA1LB_0RB---	54849959	.<A101001001(001001).	132	41
1RB0LD_1RC0LD_1LB0RA_0RC0LE_1LB---	54854653	.(110110110)A>.	108	39
1RB0LD_1RC0LD_1LB0RA_0RE0LE_1LB---	54854693	.(110110110)A>.	108	39
1RB0LD_1RC0LE_0RD1RD_1LB0RB_---0LA	54864981	.<A0010010001(0010010001).	288	100
1RB0LD_1RC0LE_0RD1LC_1LE0RB_0LA---	54865358	.<A01001001(001001001).	186	69
1RB0LD_1RC0LE_1RD1RA_1LB0RA_---1LD	54884300	.(111111111111111)A>.	284	87
1RB0LD_1RC0LE_1LA0RA_0RA1LC_---1LB	54898303	.<A1101(101101).	72	27
1RB0LD_1RC0LE_1LA0RA_1LA0LC_---1LB	54898689	.<A101001001001001(001001).	169	45
1RB0LD_1RC0LE_1LA0RB_1LB0RD_1LA---	54899700	.<B1010101(0101).	72	22
