machine; formula tape; number steps before formula tape; number macro steps before special case
1RB---_0RC0LE_1RD0LE_1RE1RA_1LC0LD; 0∞11101110111011(10111011)A>0∞; 356; 111
1RB---_0RC0LE_1RD0LE_1LB1RA_1LC0LD; 0∞<B1001000100(01000100)10∞; 320; 114
1RB---_0RC0LE_1RD1RA_1LB0RB_1LB0LE; 0∞<B10010010010010010(010)10∞; 398; 82
1RB---_0RC0LE_1RD1RA_1LB0LD_1LD0RA; 0∞<B1010100101(0101)0∞; 101; 33
1RB---_0RC0LE_1RD1RA_1LB0LD_1LD0LD; 0∞<B10010010010(010)10∞; 199; 58
1RB---_0RC0LE_1RD1RA_1LB0LD_1LE0LD; 0∞<B10010010010(010)10∞; 199; 58
1RB---_0RC0LE_1RD1RA_1LB1RB_0LE0LD; 0∞<B100(100100)010∞; 128; 52
1RB---_0RC0LE_1RD1RA_1LB1RB_1LD0LD; 0∞<B100(100100)010∞; 142; 58
1RB---_0RC0LE_1RD1RA_1LB1RD_0LD0RE; 0∞01101101101101(101101)A>0∞; 353; 104
1RB---_0RC0LE_1RD1RA_1LE0RB_1LB0LE; 0∞<B10010010010010010(010)10∞; 398; 82
1RB---_0RC0LE_1RD1RA_1LE0LD_1LB0LE; 0∞<B10010010010(010)10∞; 199; 58
1RB---_0RC0LE_1RD1RA_1LE1RB_0RB0LD; 0∞001101(01101)A>0∞; 158; 59
1RB---_0RC0LE_1RD1RB_1RE1RA_1LB0LE; 0∞010101(0101010101)1A>0∞; 387; 145
1RB---_0RC0LE_1RD1RB_1LB0RC_0LD---; 0∞<B10011(0011)0∞; 74; 27
1RB---_0RC0LE_1RD1RC_1LB1LE_0RA1LD; 0∞<B111111(1111)010∞; 136; 44
1RB---_0RC0LE_1RD1RE_1LB0RB_1LD0RA; 0∞<B110110011001100110011001(100110011001100110011001)0∞; 2387; 756
1RB---_0RC0LE_1RD1LA_1LB0RB_0LD0LA; 0∞<A00001001(001001)0∞; 180; 62
1RB---_0RC0LE_1RD1LA_1LC0RE_0LA1LB; 0∞<A0010(010010)10∞; 166; 58
1RB---_0RC0LE_1RD1LA_1LE0RE_0LA1LB; 0∞<A0010(010010)10∞; 172; 60
1RB---_0RC0LE_1RD1LC_1RE1RA_1LB0LE; 0∞<B100010001000(1000100010001000)00010010∞; 1190; 420
1RB---_0RC0LE_1LB1RD_1RE0RA_0LB1RC; 0∞0111101011110(1011110)A>0∞; 440; 127
1RB---_0RC0LE_1LC1RD_1RA1LE_0RC0LD; 0∞01110111(0111)B>0∞; 227; 70
1RB---_0RC0LE_1LC1RD_1RA1LE_0RE0LD; 0∞1101110111(0111)B>0∞; 299; 82
1RB---_0RC0LE_1LC1RD_1RD0RB_1LB0LA; 0∞<B1010101(0101)0∞; 130; 42
1RB---_0RC0LE_1LC1RD_1LE0RB_1LB0LA; 0∞<B1010101(0101)0∞; 106; 34
1RB---_0RC0LE_1LD0RA_1RB0LB_1RC1RE; 0∞(110110)A>0∞; 88; 31
1RB---_0RC0LE_1LD0RB_1LB1LA_1RA1LD; 0∞<B11011011011011011(011)0∞; 231; 53
1RB---_0RC0LE_1LD1RC_0LB0RD_1RA0LA; 0∞<A000111(111)0∞; 108; 38
1RB---_0RC0LE_1LD1RD_1LB0RE_1RA0LD; 0∞01101(101101101)01A>0∞; 388; 137
1RB---_0RC0LE_1LD1RD_1LB1RA_0RE0LC; 0∞01110111011(1011)A>0∞; 199; 51
1RB---_0RC0LE_1LD1RE_1LB1RA_0RD0LD; 0∞<B10011(10011)0∞; 230; 78
1RB---_0RC0LE_1LD1RE_1LB1RA_1RA0LD; 0∞011011011(011011011011)1011A>0∞; 638; 236
1RB---_0RC0LE_1LD1LC_0LB0RE_1RA0RD; 0∞1000(000000)1A>0∞; 194; 70
1RB---_0RC1RA_0RD1RB_1LD1RE_1RA0LE; 0∞11011(011011)A>0∞; 162; 56
1RB---_0RC1RA_1RD0LE_1LE0LB_1LC1LB; 0∞<B1010010010(010010)10∞; 291; 102
1RB---_0RC1RA_1LC0RD_1RB0LE_1LD0LC; 0∞1111(1)(10011)A>0∞; 111; 42
1RB---_0RC1RA_1LD0RC_0LE---_1RA0LC; 0∞1111111(1111)A>0∞; 92; 33
1RB---_0RC1RA_1LD0RC_0LE1LC_0RA0LC; 0∞0111011(11111111)A>0∞; 194; 68
1RB---_0RC1RA_1LD0LE_0LE0LC_0RA1LD; 0∞011111(0101)B>0∞; 72; 26
1RB---_0RC1RA_1LD0LE_0LE0LD_0RA1LD; 0∞011111(0101)B>0∞; 84; 32
1RB---_0RC1RA_1LD0LE_0LE1LC_0RA0LC; 0∞011101(1101)B>0∞; 73; 26
1RB---_0RC1RA_1LD0LE_1RD1LC_0RA0LC; 0∞011101(1101)B>0∞; 85; 30
1RB---_0RC1RA_1LD1RB_0LE0LE_0RA0LC; 0∞011101(1101)B>0∞; 73; 26
1RB---_0RC1RA_1LD1RB_0LE1RB_1RC0LD; 0∞1(1101)B>0∞; 41; 14
1RB---_0RC1RA_1LD1RC_0LE0LE_1RA0LC; 0∞1111111(1111)A>0∞; 92; 33
1RB---_0RC1RA_1LD1RC_1RE0LE_1RA0LC; 0∞1111111(1111)A>0∞; 108; 37
1RB---_0RC1RA_1LD1RD_0LE0LB_1RA0LD; 0∞<B000111001(11001)0∞; 333; 120
1RB---_0RC1RA_1LD1RD_1LE0LB_1RC0LD; 0∞<B0011011011011011(011011)0∞; 427; 134
1RB---_0RC1RB_0RD0RE_0LD1LE_1LA0LD; 0∞<A110100(100)00∞; 68; 22
1RB---_0RC1RB_0RD0LD_1LE0RB_0LA1LC; 0∞<A010110(0110)0∞; 89; 34
1RB---_0RC1RB_0LD1RD_1LE0RA_0RD0LB; 0∞0011010(11010)A>0∞; 375; 131
1RB---_0RC1RB_1RD0RA_0LE0LC_1LC1LD; 0∞<C101010(1010)0∞; 63; 24
1RB---_0RC1RB_1RD0RA_1LE0LC_1LA0LD; 0∞<A110101(01010101)0∞; 149; 54
1RB---_0RC1RB_1RD0RE_0LE0RE_1LA1LD; 0∞<A101010(1010)0∞; 69; 26
1RB---_0RC1RB_1RD0RE_0LE0LE_1LA1LD; 0∞<A101010(1010)0∞; 59; 22
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC0LE; 0∞1011010110101(10101101011010110101)0101B>0∞; 1209; 424
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC1LB; 0∞1011010110101(10101101011010110101)0101B>0∞; 1415; 490
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LD; 0∞<C101001010(0101001010)1010∞; 374; 134
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LE; 0∞<C101001010(0101001010)1010∞; 374; 134
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC1LB; 0∞<C101001010(0101001010)1010∞; 434; 154
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC0LE; 0∞<C101001010(0101001010)1010∞; 374; 134
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC1LB; 0∞<C101001010(0101001010)1010∞; 442; 156
1RB---_0RC1RB_1RD1RA_1LE0LD_0RB0LD; 0∞01011(011011011)1B>0∞; 264; 97
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0RC; 0∞(11001)A>0∞; 46; 14
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0LB; 0∞(11001)A>0∞; 48; 14
1RB---_0RC1RB_1LC0LD_0RA1LE_1LC0LA; 0∞(1)0111(011)B>0∞; 89; 36
1RB---_0RC1RB_1LC1RD_0RA1LE_1LD0LD; 0∞0111(1011)B>0∞; 115; 44
1RB---_0RC1RB_1LC1LD_0LE1LE_1RA0RC; 0∞1(1111)B>0∞; 33; 12
1RB---_0RC1RB_1LD0RA_0LE---_1LB0LB; 0∞0011(1)001(1)B>0∞; 50; 16
1RB---_0RC1RB_1LD0RB_0LE1LA_1RB0LC; 0∞<A11001001(11001001)0∞; 270; 92
1RB---_0RC1RB_1LD0RD_0LE0LA_0RA0LC; 0∞01001001(001001)B>0∞; 223; 76
1RB---_0RC1RB_1LD0RD_0LE1LA_0RA0LC; 0∞0010(010010)11B>0∞; 189; 69
1RB---_0RC1RB_1LD0RE_0LE0RE_1LA1LD; 0∞<A10101(0101)0∞; 63; 24
1RB---_0RC1RB_1LD0RE_0LE0LE_1LA1LD; 0∞<A10101(0101)0∞; 53; 20
1RB---_0RC1RB_1LD0RE_1RD0LE_1RA1LD; 0∞111001(1001)A>0∞; 90; 29
1RB---_0RC1RB_1LD0RE_1RE0LE_1LA1LD; 0∞<A10101(0101)0∞; 67; 24
1RB---_0RC1RB_1LD0LE_1LC0LA_0RA1LD; 0∞(1)0111(011)B>0∞; 89; 36
1RB---_0RC1RB_1LD1RD_0LE0RA_0RA0LB; 0∞0110101(10101)B>0∞; 208; 73
1RB---_0RC1RB_1LD1RD_0LE1RA_0RA0LB; 0∞0110111(111)B>0∞; 124; 38
1RB---_0RC1RB_1LD1LE_0LC0RA_1RD0LE; 0∞<E0100010000100001000(01000)100100(101)0010000101010∞; 1002; 238
1RB---_0RC1RC_0RD0LE_1RE1RA_1LC0LD; 0∞011101100111011(00111011)1011001(1001)A>0∞; 789; 256
1RB---_0RC1RC_0RD0LE_1LD1LA_0RE0RB; 0∞<A1111(1111)0∞; 57; 21
1RB---_0RC1RC_1RD0RC_0LE0RE_1LA1LD; 0∞<A101010(1010)0∞; 67; 25
1RB---_0RC1RC_1LD0RA_0LE0LD_1RB0LB; 0∞<B001101(100100101101)01(1111)0∞; 587; 206
1RB---_0RC1RC_1LD0RB_0LE1LD_0RA1LA; 0∞011010(1010)B>0∞; 87; 31
1RB---_0RC1RC_1LD0RB_0LE1LD_0RE1LA; 0∞011010(1010)B>0∞; 97; 35
1RB---_0RC1RC_1LD0RB_0LE1LD_1RB1LA; 0∞<A101(1111)0∞; 63; 25
1RB---_0RC1RC_1LD0LA_0LD0LE_1RE0RB; 0∞1111111(1111)0B>0∞; 162; 53
1RB---_0RC1RC_1LD0LE_0LC---_1RA1RB; 0∞1(111)B>0∞; 43; 12
1RB---_0RC1RC_1LD1RE_0LE0RC_1RA0LD; 0∞1111111(111011)A>0∞; 190; 69
1RB---_0RC1RD_0RD1LA_1LD1RE_1RA0LE; 0∞111111(0111111)A>0∞; 231; 79
1RB---_0RC1RD_0RD1LD_0LE0LA_1LA1LC; 0∞<A0110(110)0∞; 113; 42
1RB---_0RC1RD_0LD0RD_1LE0RA_1RB0LE; 0∞101101011(101101011)0A>0∞; 447; 153
1RB---_0RC1RD_0LD1RC_1LE0RA_1RA0LE; 0∞11001011010100100101011010110101001001010110101101010010010101101011010100100101011(01011010100100101011010110101001001010110101101010010010101101011010100100101011)1011011010(1011011010)01001110110110111011011011101101101110110110111011011011101101101(1101101101110110110111011011011101101101110110110111011011011101101101)001001B>0∞; 124541; 41628
1RB---_0RC1RD_0LD1LC_1LE0RA_1RA0LE; 0∞<E0000(0)10001(1)0∞; 198; 64
1RB---_0RC1RD_1LA0RE_1LC0LE_1RB1LD; 0∞<A1111(0101101011)10∞; 308; 106
1RB---_0RC1RD_1LA0RE_1LE1RC_0LD0LB; 0∞<B011111(111)0∞; 214; 76
1RB---_0RC1RD_1LA0LA_0LE0RB_0LA1LD; 0∞<A001010(1010)0∞; 93; 33
1RB---_0RC1RD_1LA0LB_1LC0RE_---0LA; 0∞<B011111(111)0∞; 144; 45
1RB---_0RC1RD_1LA0LD_1LC0LE_0RA0RB; 0∞<A1101010(1010)0∞; 122; 39
1RB---_0RC1RD_1LA0LD_1LC0LE_0LB0RB; 0∞<A11010(10)01(1)0∞; 86; 27
1RB---_0RC1RD_1LA0LD_1LC0LE_1RD0RB; 0∞<A11010101(010101)0∞; 161; 52
1RB---_0RC1RD_1LA0LD_1LC0LE_1LC0RB; 0∞<A11010(10)01(1)0∞; 80; 25
1RB---_0RC1RD_1LA1LC_0LC0RE_1RA0LE; 0∞<A1111(111111)00∞; 122; 44
1RB---_0RC1RD_1LA1LD_1RE0LE_1LC0RB; 0∞<A11011011011(011011011)0∞; 275; 97
1RB---_0RC1RD_1LA1LE_1RE0RD_0LC0RC; 0∞<A101010(1010)0∞; 74; 25
1RB---_0RC1RD_1LC0RB_1LE0RB_1LA0LD; 0∞<A110101(010101)0∞; 115; 39
1RB---_0RC1RD_1LC1LA_0RA0LE_0RD0LD; 0∞001110(1110)A>0∞; 114; 40
1RB---_0RC1RD_1LC1LD_0RE1RE_1RA0LE; 0∞11111(011111)A>0∞; 108; 38
1RB---_0RC1RD_1LD0RA_1LE0LE_1RB1LD; 0∞1(01001)B>0∞; 65; 24
1RB---_0RC1RD_1LD0RB_0RE1LE_0LA0LC; 0∞<A0110(0110)0∞; 60; 22
1RB---_0RC1RD_1LD0RB_1LE0RD_1LC0LA; 0∞<A01111111(111)0∞; 110; 37
1RB---_0RC1RD_1LD0RB_1LE0LB_0LC0LA; 0∞<A011(1011)0∞; 59; 21
1RB---_0RC1RE_0RD0LE_1LD1RC_1RA0LE; 0∞111111(0111111)A>0∞; 231; 79
1RB---_0RC1RE_0LC1LD_1LA0LE_1RA0RC; 0∞11111111(111)B>0∞; 96; 28
1RB---_0RC1RE_0LD1RA_1LB0LB_0RD1LD; 0∞011101(1101)A>0∞; 162; 59
1RB---_0RC1RE_0LD1LA_1LC1LB_0RC0RD; 0∞<B1011(11)0∞; 86; 29
1RB---_0RC1RE_0LD1LA_1LC1LB_1RB0RD; 0∞<B1011(11)0∞; 82; 27
1RB---_0RC1RE_1RD0RB_1LD0LE_0LC1LA; 0∞<A101010101(0101)0∞; 135; 39
1RB---_0RC1RE_1RD0LB_1LE1RB_1LA0LD; 0∞<A1101011011(011011)0∞; 212; 69
1RB---_0RC1RE_1RD0LD_1LC1LB_0RC0RA; 0∞<C101001010(0101001010)1010∞; 504; 178
1RB---_0RC1RE_1RD0LD_1LE---_0RB0LC; 0∞0101010(1010)0C>0∞; 190; 74
1RB---_0RC1RE_1RD0LE_1LB1LC_0RA0LD; 0∞<B100100100(100)0100∞; 179; 51
1RB---_0RC1RE_1RD1RA_1LB0LD_0RC1LD; 0∞<B100100100(100100100)01010∞; 534; 178
1RB---_0RC1RE_1RD1RA_1LB0LD_0RD1LD; 0∞011011011(011011011011011)101A>0∞; 1011; 342
1RB---_0RC1RE_1RD1RA_1LE0LD_0RC0LD; 0∞011(011011011)101A>0∞; 304; 110
1RB---_0RC1RE_1RD1RC_0LB0LE_1LD0RA; 0∞<B010101(0101)0∞; 71; 27
1RB---_0RC1RE_1RD1RD_1LE1RB_1LA0LD; 0∞<A1101011011(011011)0∞; 174; 57
1RB---_0RC1RE_1LB1RD_1LE1RB_1LA0LD; 0∞<A1101011011(011011)0∞; 186; 61
1RB---_0RC1RE_1LD0RB_0LE0RE_0RA0LC; 0∞001011010(1101011010)0(000)110A>0∞; 816; 277
1RB---_0RC1RE_1LD0LA_1LB0LB_0RA0LD; 0∞<B001(0101)0∞; 121; 44
1RB---_0RC1RE_1LD0LA_1LB0LC_1LD0RB; 0∞<A001010101(01010101)0∞; 300; 104
1RB---_0RC1RE_1LD1RA_0LE0LB_1RA0LD; 0∞111111101(101)A>0∞; 83; 21
1RB---_0RC1LB_1LA0RD_1RA1RE_0LC0LE; 0∞00011001(1001)A>0∞; 155; 46
1RB---_0RC1LB_1LA1RD_1RA1RE_1LB0LE; 0∞<B1000(1000)0∞; 134; 50
1RB---_0RC1LC_0RD1LD_0LE0LA_1LA1LC; 0∞<A0110(110)0∞; 107; 40
1RB---_0RC1LC_0RD1LE_1LD0LA_0LB1LD; 0∞<A0111(0111)0∞; 137; 50
1RB---_0RC1LC_0LD1RE_1LB0LB_1RC0RA; 0∞<B101001100110(0110)0∞; 140; 42
1RB---_0RC1LC_0LD1RE_1LB0LB_1RD0RA; 0∞<B10110(0110)0∞; 65; 26
1RB---_0RC1LC_1RD0RA_1RE0LD_0LE1LB; 0∞<B100100(100)00∞; 127; 45
1RB---_0RC1LC_1RD0RE_1LE1RA_1RE0LD; 0∞11(11)0011(1)B>0∞; 76; 27
1RB---_0RC1LC_1LA0LD_1RE0LB_1RE0RA; 0∞(11110)A>0∞; 58; 22
1RB---_0RC1LC_1LD0RE_0LE0LB_1RA1RC; 0∞101010101(01010101)A>0∞; 305; 102
1RB---_0RC1LD_0RD1RD_1LB1RE_1RA0LB; 0∞<B110001100(01100)0∞; 195; 51
1RB---_0RC1LD_0LC1RD_1LB1RE_1RA0LB; 0∞<B110001(10001)00∞; 252; 89
1RB---_0RC1LD_0LD0RB_0LE1RE_1RA1LC; 0∞<C1010100(10100)0∞; 242; 83
1RB---_0RC1LD_0LD1RD_1LB1RE_1RA0LB; 0∞<B110001(10001)00∞; 244; 87
1RB---_0RC1LD_0LD1RE_1RC1LB_1RA0LE; 0∞<B11100011(11)00∞; 147; 44
1RB---_0RC1LD_1RD0RA_1RE0LC_1LB0LE; 0∞<B100100(100)00∞; 115; 41
1RB---_0RC1LD_1RD0LA_0LB1LE_---1LB; 0∞<B01(111)0100∞; 80; 32
1RB---_0RC1LD_1RD0LA_1LE0RD_0LB0LC; 0∞1(1)0100(0)100D>0∞; 104; 32
1RB---_0RC1LD_1RD0LB_1LB1RE_1RA0LB; 0∞<B110001100011(00011)10∞; 327; 110
1RB---_0RC1LD_1RD1RA_1RE0LD_1LE0LC; 0∞111011101(1101110111011101)A>0∞; 907; 304
1RB---_0RC1LD_1RD1RC_0LE1LE_1RA1LB; 0∞<B1111111111(111)00∞; 131; 32
1RB---_0RC1LD_1RD1RD_1LB1RE_1RA0LB; 0∞<B110001100011(00011)10∞; 293; 98
1RB---_0RC1LD_1RD1RE_1LB0LD_1RA1RB; 0∞<B100110(110110110)010∞; 387; 146
1RB---_0RC1LD_1LA0RA_0LB0RE_1RC1RD; 0∞<B01010(1010)0∞; 82; 27
1RB---_0RC1LD_1LA0RB_0LE1LC_1RB1LD; 0∞1(1110011100)B>0∞; 369; 112
1RB---_0RC1LD_1LA0RD_0LA1LE_0RB0LB; 0∞<A01111(01111)0∞; 147; 51
1RB---_0RC1LD_1LA0RD_0LA1LE_0LA0LB; 0∞<A01111(01111)0∞; 123; 43
1RB---_0RC1LD_1LA0RE_1RE0LB_1RA0RB; 0∞(10001)A>0∞; 50; 14
1RB---_0RC1LD_1LA0LA_---1LE_0LA1LB; 0∞<A011111(111)0∞; 93; 30
1RB---_0RC1LD_1LA0LA_---1LE_1RD1LB; 0∞<B111(111)0∞; 59; 22
1RB---_0RC1LD_1LA0LA_---1LE_1LB0RD; 0∞<B111(111)0∞; 63; 22
1RB---_0RC1LD_1LA0LA_---1LE_1LB1LB; 0∞<B111(111)0∞; 55; 20
1RB---_0RC1LD_1LA0LA_1RA1LE_0LD1LB; 0∞<B111(111111)0∞; 167; 60
1RB---_0RC1LD_1LA1RE_1RE1LD_1RA0LE; 0∞11110111111111111111(1111)0C>0∞; 434; 101
1RB---_0RC1LD_1LB1RC_0LE0RD_0LA0LB; 0∞<A001111(111111)0∞; 191; 65
1RB---_0RC1LD_1LB1RD_1LB1RE_1RA0LB; 0∞<B110001100011(00011)10∞; 303; 100
1RB---_0RC1LD_1LD0LA_1RD1LE_---1LB; 0∞<B1111(111)0∞; 70; 26
1RB---_0RC1LD_1LD0LA_1LB0LE_---0RC; 0∞<B1111(111)0∞; 64; 24
1RB---_0RC1LD_1LD0LA_1LB1LE_---0RB; 0∞<B1111(111)0∞; 64; 24
1RB---_0RC1LD_1LD0LA_1LB1LE_---1LB; 0∞<B1111(111)0∞; 58; 22
1RB---_0RC1LD_1LD1RE_1LB0LD_1RA1RB; 0∞<B10011011(011)1(1)0∞; 175; 66
1RB---_0RC1LD_1LD1RE_1LB0LE_1RA0LE; 0∞1111(1111)0C>0∞; 119; 41
1RB---_0RC1LE_0RD0LA_0RE1LB_1LA0LD; 0∞<B10111(0111)0∞; 121; 43
1RB---_0RC1LE_0RD0LA_1LD1LB_---1LD; 0∞<B1111(111)0∞; 61; 23
1RB---_0RC1LE_0RD0LE_1LD1LB_0LA1LD; 0∞<A00111(111)0∞; 102; 36
1RB---_0RC1LE_0RD1RB_1LD1RE_1RA0LE; 0∞11011(11011)01B>0∞; 250; 85
1RB---_0RC1LE_0RD1LA_1LB0LA_0LB0LD; 0∞<B01101(0101101)0∞; 230; 83
1RB---_0RC1LE_0RD1LD_0LE0LA_1LA1LC; 0∞<A1011(011011)100∞; 181; 65
1RB---_0RC1LE_0LD0RC_0LE0LB_1RA1LD; 0∞<B01(1101)001000∞; 97; 26
1RB---_0RC1LE_0LD0LA_1RE1LB_1RC1LD; 0∞<B1111(111)00∞; 76; 28
1RB---_0RC1LE_0LD1RA_1LB0LD_1LC1RD; 0∞<B10010010010010(010)0∞; 245; 45
1RB---_0RC1LE_1RD0RE_1LB1RD_0LB0LA; 0∞<B0101(0101)10∞; 78; 28
1RB---_0RC1LE_1RD0LA_1LB0RA_0LB0LE; 0∞<B01001(01001)10∞; 147; 53
1RB---_0RC1LE_1LB0RD_1RC1RD_1LA0LC; 0∞(0)1001(011)C>0∞; 58; 24
1RB---_0RC1LE_1LC0LD_1RA0LE_---0RC; 0∞1(111)B>0∞; 47; 18
1RB---_0RC1LE_1LD0RB_1LD1LB_0LA0LB; 0∞<A01010111111(0111111)0∞; 395; 133
1RB---_0RC1LE_1LD0RE_0LE0LB_1LA1RC; 0∞<A10111(111111)0∞; 125; 47
1RB---_0RC1LE_1LD0RE_1RC1LB_0LC0LA; 0∞<B1101110(1110)0∞; 102; 37
1RB---_0LB0RC_0RD0LD_1LE0RE_1LA1LC; 0∞<A110110(0110)0∞; 126; 42
1RB---_0LB0RC_1RD0LE_1LE0RA_1LC1RE; 0∞1010101010(1010)010(010)1B>0∞; 321; 103
1RB---_0LB0RC_1RD1LE_1LC0RA_0RE0LD; 0∞<C101(0101)0∞; 57; 20
1RB---_0LB0RC_1LD0RD_1LE1RA_1LA1LB; 0∞<A111(0111)0∞; 48; 18
1RB---_0LB0RC_1LD0LD_1RE0LC_0RA1RC; 0∞10111011(10111011)0A>0∞; 273; 93
1RB---_0LB0RC_1LD0LE_0RD1RE_1LC0RA; 0∞<C101(0101)0∞; 51; 18
1RB---_0LB0LC_1RD0LD_1RE1RA_1LB0RC; 0∞11011(011011)A>0∞; 192; 68
1RB---_0LB0LC_1LD0RE_0RE0LA_1RC1RD; 0∞0101(0101)C>0∞; 66; 23
1RB---_0LB0LC_1LD1LC_0RE0LE_1RA1RD; 0∞(0101)A>0∞; 30; 10
1RB---_0LB1RC_0RD0RA_1RE0LE_1LD1LB; 0∞<D101001010(0101001010)1010∞; 576; 202
1RB---_0LB1RC_0RD0LE_1RE1RA_1LC0LE; 0∞011(011011011)101A>0∞; 384; 134
1RB---_0LB1RC_1RD0RE_0LE0LC_0RA1LD; 0∞011001(1001)B>0∞; 91; 32
1RB---_0LB1RC_1LD0LC_1RE1RD_1LC0RA; 0∞<C00010001000100(0100)10∞; 283; 80
1RB---_0LB1RC_1LD0LE_1LA0LE_1LC0RA; 0∞<A11101101(101)01(1)0∞; 122; 40
1RB---_0LB1RC_1LD1RE_0RE0LC_0RB0RA; 0∞0010110(110)B>0∞; 165; 59
1RB---_0LB1LC_1RC0RD_1RA1RE_1LE1LB; 0∞<C10011(11)0∞; 78; 25
1RB---_0LB1LC_1RD0LD_1LB0RE_1RC1RA; 0∞1000001101(10001101)A>0∞; 316; 110
1RB---_0LB1LC_1LD0RB_1RE0LC_0RA1RE; 0∞111(1111)0A>0∞; 74; 26
1RB---_0LC---_1RC0RD_1RE0RE_1LE0LB; 0∞<C001(111)0∞; 75; 25
1RB---_0LC---_1RD0LD_0RE0RB_1LB1RC; 0∞1011101011(101011101011)0B>0∞; 871; 296
1RB---_0LC0RA_0LE0RD_1RE0LB_1LD1RE; 0∞0100010100101010(01010100101010)A>0∞; 838; 285
1RB---_0LC0RA_0LE1RD_1LC0RD_1RA0LD; 0∞11010101010(1010)A>0∞; 195; 59
1RB---_0LC0RA_0LE1RD_1LC0RD_1RE0LB; 0∞110(0)11010(10)A>0∞; 147; 45
1RB---_0LC0RA_1RC1LD_0RE0LB_1LC0RE; 0∞(1010)A>0∞; 56; 19
1RB---_0LC0RA_1RD1RC_1LE0LB_1RC0LD; 0∞0101010(101010)A>0∞; 207; 71
1RB---_0LC0RA_1RD1LC_1RA1RE_0RC0LE; 0∞(011111)11011A>0∞; 148; 46
1RB---_0LC0RA_1RE0LD_1RC1LE_1LC0LB; 0∞01010(1010)A>0∞; 84; 30
1RB---_0LC0RA_1RE1LD_1LE0RE_1RE0LB; 0∞(11)0101B>0∞; 42; 15
1RB---_0LC0RA_1RE1LD_1LE0LB_1RC0LE; 0∞111(11)0101B>0∞; 80; 27
1RB---_0LC0RA_1LE0RD_1RC0RC_1RB0LB; 0∞1(01)1001010(0101010)A>0∞; 324; 117
1RB---_0LC0RA_1LE0RD_1LB---_1RB0LB; 0∞(1010)A>0∞; 30; 11
1RB---_0LC0RA_1LE0RD_1LB0RA_1RD0LB; 0∞(1010)A>0∞; 30; 11
1RB---_0LC0RB_0RA1LD_1LE0LD_1RE1RC; 0∞<D001010(10)0010(10)0∞; 213; 72
1RB---_0LC0RB_0LE1RD_1LD0RE_1RA1LC; 0∞1(0101)10B>0∞; 102; 38
1RB---_0LC0RB_0LE1RD_1LD0LB_1RE0RA; 0∞(11110)A>0∞; 50; 13
1RB---_0LC0RB_0LE1LD_0LB1LB_1RE0RA; 0∞10101(010101)11101B>0∞; 883; 308
1RB---_0LC0RB_1RA1RD_1LE0LD_1LA1LD; 0∞<A1111(011011011011)0∞; 259; 84
1RB---_0LC0RB_1RA1LD_0RD1LE_1LB0LA; 0∞<A011011(011)10(1110)0∞; 258; 94
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB0RC; 0∞<B11101110(1110)0∞; 92; 29
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB1RC; 0∞<B11110(111011101110)0∞; 514; 172
1RB---_0LC0RB_1RA1LD_0LB1LE_1LB1LC; 0∞<B1110(1110)011110(1110)0∞; 214; 78
1RB---_0LC0RB_1RA1LD_0LE1LE_0LC1LC; 0∞11011011011011(011)B>0∞; 162; 45
1RB---_0LC0RB_1RA1LD_0LE1LE_1LB1RC; 0∞<B11111011101110(111011101110)0∞; 839; 292
1RB---_0LC0RB_1RA1LD_1RE1LE_1LB0RC; 0∞<B11101110(1110)0∞; 103; 29
1RB---_0LC0RB_1RA1LD_1RE1LE_1LB1RC; 0∞<B111110(111011101110)0∞; 517; 172
1RB---_0LC0RB_1RA1LD_1LA0LE_1LB1LE; 0∞<B1010111010(111010111010)0∞; 768; 274
1RB---_0LC0RB_1RA1LD_1LA1LE_0LD1LB; 0∞<A10110110110110110(110110)0∞; 564; 159
1RB---_0LC0RB_1RA1LD_1LB1LE_0RC0LA; 0∞<A011011(011)10(1110)0∞; 288; 104
1RB---_0LC0RB_1RA1LD_1LB1LE_1LB0LA; 0∞<A011011(011)10(1110)0∞; 252; 92
1RB---_0LC0RB_1RA1LD_1LE1RE_1LB1LC; 0∞<B11111011110(11110111101111011110)0∞; 1431; 476
1RB---_0LC0RB_1RA1LD_1LE1LD_1LB1LC; 0∞<B11111011110(11110111101111011110)0∞; 1217; 406
1RB---_0LC0RB_1RD1LC_0RE0LD_1LD1RA; 0∞011101(1101)A>0∞; 133; 43
1RB---_0LC0RB_1RD1LC_1RA1LE_0LB0RD; 0∞111001110011(10011)A>0∞; 182; 54
1RB---_0LC0RB_1RE0LD_0LB0RE_1LD1RA; 0∞01101101(101)A>0∞; 153; 44
1RB---_0LC0RB_1RE0LD_1LC0LC_0RD0RA; 0∞101110(1110)A>0∞; 90; 30
