machine; formula tape; number steps before formula tape; number macro steps before special case
1RB---_0RC0LE_1RD0RA_1LB1RD_1RE0LD; 0∞<B10010010(010)10∞; 121; 57
1RB---_0RC0LE_1RD0RA_1LD1LA_0LC1LB; 0∞<B10101010101(0101)0∞; 110; 57
1RB---_0RC0LE_1RD0LA_1RE1RA_1LB0LE; 0∞<B1010001000100010001000(10001000)0010010∞; 574; 264
1RB---_0RC0LE_1RD0LA_1LB0RB_1LB---; 0∞<B101010101(0101)0∞; 58; 32
1RB---_0RC0LE_1RD0LB_1RE0RE_1LC1RA; 0∞1110110111011011101(1011101)A>0∞; 262; 115
1RB---_0RC0LE_1RD0LC_1LB1RA_1LC0RB; 0∞1100110011(1100110011)A>0∞; 156; 118
1RB---_0RC0LE_1RD0LD_1LC1LB_1RA0RE; 0∞<C1010101010(10)0100(0)10∞; 121; 45
1RB---_0RC0LE_1RD0LE_1RE1RA_1LC0LD; 0∞1110111011101110111011(10111011)A>0∞; 356; 155
1RB---_0RC0LE_1RD0LE_1LB1RA_1LC0LD; 0∞<B100100010001000100(01000100)10∞; 320; 170
1RB---_0RC0LE_1RD1RA_1LB0RB_1LB0LE; 0∞<B10010010010010010010(010)10∞; 398; 94
1RB---_0RC0LE_1RD1RA_1LB0LD_1LD0RA; 0∞<B10101001010101(0101)0∞; 101; 43
1RB---_0RC0LE_1RD1RA_1LB0LD_1LD0LD; 0∞<B10010010010010(010)10∞; 199; 70
1RB---_0RC0LE_1RD1RA_1LB0LD_1LE0LD; 0∞<B10010010010010(010)10∞; 199; 70
1RB---_0RC0LE_1RD1RA_1LB1RB_0LE0LD; 0∞<B100100100(100100)010∞; 128; 76
1RB---_0RC0LE_1RD1RA_1LB1RB_1LD0LD; 0∞<B100100100(100100)010∞; 142; 82
1RB---_0RC0LE_1RD1RA_1LB1RD_0LD0RE; 0∞01101101101101101101(101101)A>0∞; 353; 140
1RB---_0RC0LE_1RD1RA_1LE0RB_1LB0LE; 0∞<B10010010010010010010(010)10∞; 398; 94
1RB---_0RC0LE_1RD1RA_1LE0LD_1LB0LE; 0∞<B10010010010010(010)10∞; 199; 70
1RB---_0RC0LE_1RD1RA_1LE1RB_0RB0LD; 0∞00110101101(01101)A>0∞; 158; 87
1RB---_0RC0LE_1RD1RB_1RE1RA_1LB0LE; 0∞0101010101010101(0101010101)1A>0∞; 387; 245
1RB---_0RC0LE_1RD1RB_1LB0RC_0LD---; 0∞<B100110011(0011)0∞; 74; 39
1RB---_0RC0LE_1RD1RC_1LB1LE_0RA1LD; 0∞<B1111111111(1111)010∞; 136; 60
1RB---_0RC0LE_1RD1RE_1LB0RB_1LD0RA; 0∞<B110110011001100110011001100110011001100110011001(100110011001100110011001)0∞; 2387; 1320
1RB---_0RC0LE_1RD1LA_1LB0RB_0LD0LA; 0∞<A00001001001001(001001)0∞; 180; 98
1RB---_0RC0LE_1RD1LA_1LC0RE_0LA1LB; 0∞<A0010010010(010010)10∞; 166; 106
1RB---_0RC0LE_1RD1LA_1LE0RE_0LA1LB; 0∞<A0010010010(010010)10∞; 172; 108
1RB---_0RC0LE_1RD1LC_1RE1RA_1LB0LE; 0∞<B1000100010001000100010001000(1000100010001000)00010010∞; 1190; 676
1RB---_0RC0LE_1LB1RD_1RE0RA_0LB1RC; 0∞01111010111101011110(1011110)A>0∞; 440; 171
1RB---_0RC0LE_1LC1RD_1RA1LE_0RC0LD; 0∞011101110111(0111)B>0∞; 227; 94
1RB---_0RC0LE_1LC1RD_1RA1LE_0RE0LD; 0∞11011101110111(0111)B>0∞; 299; 106
1RB---_0RC0LE_1LC1RD_1RD0RB_1LB0LA; 0∞<B10101010101(0101)0∞; 130; 58
1RB---_0RC0LE_1LC1RD_1LE0RB_1LB0LA; 0∞<B10101010101(0101)0∞; 106; 46
1RB---_0RC0LE_1LD0RA_1RB0LB_1RC1RE; 0∞110110(110110)A>0∞; 88; 60
1RB---_0RC0LE_1LD0RB_1LB1LA_1RA1LD; 0∞<B11011011011011011011(011)0∞; 231; 61
1RB---_0RC0LE_1LD1RC_0LB0RD_1RA0LA; 0∞<A000111111(111)0∞; 108; 50
1RB---_0RC0LE_1LD1RD_1LB0RE_1RA0LD; 0∞01101101101101(101101101)01A>0∞; 388; 221
1RB---_0RC0LE_1LD1RD_1LB1RA_0RE0LC; 0∞011101110111011(1011)A>0∞; 199; 65
1RB---_0RC0LE_1LD1RE_1LB1RA_0RD0LD; 0∞<B1001110011(10011)0∞; 230; 138
1RB---_0RC0LE_1LD1RE_1LB1RA_1RA0LD; 0∞011011011011011011011(011011011011)1011A>0∞; 638; 340
1RB---_0RC0LE_1LD1LC_0LB0RE_1RA0RD; 0∞1000000000(000000)1A>0∞; 194; 118
1RB---_0RC1RA_0RD1RB_1LD1RE_1RA0LE; 0∞11011011011(011011)A>0∞; 162; 96
1RB---_0RC1RA_1RD0LE_1LE0LB_1LC1LB; 0∞<B1010010010010010(010010)10∞; 291; 142
1RB---_0RC1RA_1LC0RD_1RB0LE_1LD0LC; 0∞111111(1)0011(10011)A>0∞; 111; 66
1RB---_0RC1RA_1LD0RC_0LE---_1RA0LC; 0∞11111111111(1111)A>0∞; 92; 45
1RB---_0RC1RA_1LD0RC_0LE1LC_0RA0LC; 0∞011101111111111(11111111)A>0∞; 194; 116
1RB---_0RC1RA_1LD0LE_0LE0LC_0RA1LD; 0∞0111110101(0101)B>0∞; 72; 38
1RB---_0RC1RA_1LD0LE_0LE0LD_0RA1LD; 0∞0111110101(0101)B>0∞; 84; 44
1RB---_0RC1RA_1LD0LE_0LE1LC_0RA0LC; 0∞0111011101(1101)B>0∞; 73; 36
1RB---_0RC1RA_1LD0LE_1RD1LC_0RA0LC; 0∞0111011101(1101)B>0∞; 85; 40
1RB---_0RC1RA_1LD1RB_0LE0LE_0RA0LC; 0∞0111011101(1101)B>0∞; 73; 38
1RB---_0RC1RA_1LD1RB_0LE1RB_1RC0LD; 0∞11101(1101)B>0∞; 41; 30
1RB---_0RC1RA_1LD1RC_0LE0LE_1RA0LC; 0∞11111111111(1111)A>0∞; 92; 45
1RB---_0RC1RA_1LD1RC_1RE0LE_1RA0LC; 0∞11111111111(1111)A>0∞; 108; 49
1RB---_0RC1RA_1LD1RD_0LE0LB_1RA0LD; 0∞<B00011100111001(11001)0∞; 333; 172
1RB---_0RC1RA_1LD1RD_1LE0LB_1RC0LD; 0∞<B0011011011011011011011(011011)0∞; 427; 174
1RB---_0RC1RB_0RD0RE_0LD1LE_1LA0LD; 0∞<A110100100(100)00∞; 68; 30
1RB---_0RC1RB_0RD0LD_1LE0RB_0LA1LC; 0∞<A0101100110(0110)0∞; 89; 46
1RB---_0RC1RB_0LD1RD_1LE0RA_0RD0LB; 0∞001101011010(11010)A>0∞; 375; 197
1RB---_0RC1RB_1RD0RA_0LE0LC_1LC1LD; 0∞<C1010101010(1010)0∞; 63; 34
1RB---_0RC1RB_1RD0RA_1LE0LC_1LA0LD; 0∞<A11010101010101(01010101)0∞; 149; 94
1RB---_0RC1RB_1RD0RE_0LE0RE_1LA1LD; 0∞<A1010101010(1010)0∞; 69; 38
1RB---_0RC1RB_1RD0RE_0LE0LE_1LA1LD; 0∞<A1010101010(1010)0∞; 59; 32
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC0LE; 0∞101101011010110101101011010110101(10101101011010110101)0101B>0∞; 1209; 744
1RB---_0RC1RB_1RD0LE_1RE0RA_1LC1LB; 0∞101101011010110101101011010110101(10101101011010110101)0101B>0∞; 1415; 874
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LD; 0∞<C1010010100101001010(0101001010)1010∞; 374; 214
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC0LE; 0∞<C1010010100101001010(0101001010)1010∞; 374; 214
1RB---_0RC1RB_1RD0LE_1LC0RA_1LC1LB; 0∞<C1010010100101001010(0101001010)1010∞; 434; 250
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC0LE; 0∞<C1010010100101001010(0101001010)1010∞; 374; 214
1RB---_0RC1RB_1RD0LE_1LE0RA_1LC1LB; 0∞<C1010010100101001010(0101001010)1010∞; 442; 252
1RB---_0RC1RB_1RD1RA_1LE0LD_0RB0LD; 0∞01011011011011(011011011)1B>0∞; 264; 169
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0RC; 0∞11001(11001)A>0∞; 46; 36
1RB---_0RC1RB_1LC0RD_1RA0LE_0LD0LB; 0∞11001(11001)A>0∞; 48; 38
1RB---_0RC1RB_1LC0LD_0RA1LE_1LC0LA; 0∞1(1)0111011(011)B>0∞; 89; 52
1RB---_0RC1RB_1LC1RD_0RA1LE_1LD0LD; 0∞01111011(1011)B>0∞; 115; 68
1RB---_0RC1RB_1LC1LD_0LE1LE_1RA0RC; 0∞11111(1111)B>0∞; 33; 24
1RB---_0RC1RB_1LD0RA_0LE---_1LB0LB; 0∞00111(1)0011(1)B>0∞; 50; 22
1RB---_0RC1RB_1LD0RB_0LE1LA_1RB0LC; 0∞<A1100100111001001(11001001)0∞; 270; 156
1RB---_0RC1RB_1LD0RD_0LE0LA_0RA0LC; 0∞01001001001001(001001)B>0∞; 223; 112
1RB---_0RC1RB_1LD0RD_0LE1LA_0RA0LC; 0∞0010010010(010010)11B>0∞; 189; 101
1RB---_0RC1RB_1LD0RE_0LE0RE_1LA1LD; 0∞<A101010101(0101)0∞; 63; 36
1RB---_0RC1RB_1LD0RE_0LE0LE_1LA1LD; 0∞<A101010101(0101)0∞; 53; 30
1RB---_0RC1RB_1LD0RE_1RD0LE_1RA1LD; 0∞1110011001(1001)A>0∞; 90; 41
1RB---_0RC1RB_1LD0RE_1RE0LE_1LA1LD; 0∞<A101010101(0101)0∞; 67; 36
1RB---_0RC1RB_1LD0LE_1LC0LA_0RA1LD; 0∞1(1)0111011(011)B>0∞; 89; 52
1RB---_0RC1RB_1LD1RD_0LE0RA_0RA0LB; 0∞011010110101(10101)B>0∞; 208; 109
1RB---_0RC1RB_1LD1RD_0LE1RA_0RA0LB; 0∞0110111111(111)B>0∞; 124; 56
1RB---_0RC1RB_1LD1LE_0LC0RA_1RD0LE; 0∞<E010001000010000100001000(01000)100100101(101)0010000101010∞; 1002; 278
1RB---_0RC1RC_0RD0LE_1RE1RA_1LC0LD; 0∞01110110011101100111011(00111011)10110011001(1001)A>0∞; 789; 352
1RB---_0RC1RC_0RD0LE_1LD1LA_0RE0RB; 0∞<A11111111(1111)0∞; 57; 33
1RB---_0RC1RC_1RD0RC_0LE0RE_1LA1LD; 0∞<A1010101010(1010)0∞; 67; 37
1RB---_0RC1RC_1LD0RA_0LE0LD_1RB0LB; 0∞<B001101100100101101(100100101101)011111(1111)0∞; 587; 366
1RB---_0RC1RC_1LD0RB_0LE1LD_0RA1LA; 0∞0110101010(1010)B>0∞; 87; 43
1RB---_0RC1RC_1LD0RB_0LE1LD_0RE1LA; 0∞0110101010(1010)B>0∞; 97; 47
1RB---_0RC1RC_1LD0RB_0LE1LD_1RB1LA; 0∞<A1011111(1111)0∞; 63; 37
1RB---_0RC1RC_1LD0LA_0LD0LE_1RE0RB; 0∞1111111(1111)0B>0∞; 87; 53
1RB---_0RC1RC_1LD0LE_0LC---_1RA1RB; 0∞1111(111)B>0∞; 43; 34
1RB---_0RC1RC_1LD1RE_0LE0RC_1RA0LD; 0∞1111111111011(111011)A>0∞; 190; 95
1RB---_0RC1RD_0RD1LA_1LD1RE_1RA0LE; 0∞1111110111111(0111111)A>0∞; 231; 139
1RB---_0RC1RD_0RD1LD_0LE0LA_1LA1LC; 0∞<A0110110(110)0∞; 113; 64
1RB---_0RC1RD_0LD0RD_1LE0RA_1RB0LE; 0∞101101011101101011(101101011)0A>0∞; 447; 233
1RB---_0RC1RD_0LD1RC_1LE0RA_1RA0LE; 0∞11001011010100100101011010110101001001010110101101010010010101101011010100100101011010110101(00100101011010110101001001010110101101010010010101101011010100100101011010110101)1010010101001001(0101001001)1101101101110110110111011011011101101101110110110111011011011101101101(1101101101110110110111011011011101101101110110110111011011011101101101)001001B>0∞; 63225; 44898
1RB---_0RC1RD_0LD1LC_1LE0RA_1RA0LE; 0∞<E00000(0)100011(1)0∞; 198; 76
1RB---_0RC1RD_1LA0RE_1LC0LE_1RB1LD; 0∞<A11110101101011(0101101011)10∞; 308; 194
1RB---_0RC1RD_1LA0RE_1LE1RC_0LD0LB; 0∞<B011111111(111)0∞; 214; 108
1RB---_0RC1RD_1LA0LA_0LE0RB_0LA1LD; 0∞<A0010101010(1010)0∞; 93; 49
1RB---_0RC1RD_1LA0LB_1LC0RE_---0LA; 0∞<B011111111(111)0∞; 144; 63
1RB---_0RC1RD_1LA0LD_1LC0LE_0RA0RB; 0∞<A11010101010(1010)0∞; 122; 55
1RB---_0RC1RD_1LA0LD_1LC0LE_0LB0RB; 0∞<A1101010(10)011(1)0∞; 86; 35
1RB---_0RC1RD_1LA0LD_1LC0LE_1RD0RB; 0∞<A11010101010101(010101)0∞; 161; 82
1RB---_0RC1RD_1LA0LD_1LC0LE_1LC0RB; 0∞<A1101010(10)011(1)0∞; 80; 33
1RB---_0RC1RD_1LA1LC_0LC0RE_1RA0LE; 0∞<A1111111111(111111)00∞; 122; 76
1RB---_0RC1RD_1LA1LD_1RE0LE_1LC0RB; 0∞<A11011011011011011011(011011011)0∞; 275; 151
1RB---_0RC1RD_1LA1LE_1RE0RD_0LC0RC; 0∞<A1010101010(1010)0∞; 74; 37
1RB---_0RC1RD_1LC0RB_1LE0RB_1LA0LD; 0∞<A110101010101(010101)0∞; 115; 63
1RB---_0RC1RD_1LC1LA_0RA0LE_0RD0LD; 0∞0011101110(1110)A>0∞; 114; 60
1RB---_0RC1RD_1LC1LD_0RE1RE_1RA0LE; 0∞11111011111(011111)A>0∞; 108; 62
1RB---_0RC1RD_1LD0RA_1LE0LE_1RB1LD; 0∞101001(01001)B>0∞; 65; 44
1RB---_0RC1RD_1LD0RB_0RE1LE_0LA0LC; 0∞<A01100110(0110)0∞; 60; 34
1RB---_0RC1RD_1LD0RB_1LE0RD_1LC0LA; 0∞<A01111111111(111)0∞; 110; 49
1RB---_0RC1RD_1LD0RB_1LE0LB_0LC0LA; 0∞<A0111011(1011)0∞; 59; 37
1RB---_0RC1RE_0RD0LE_1LD1RC_1RA0LE; 0∞1111110111111(0111111)A>0∞; 231; 139
1RB---_0RC1RE_0LC1LD_1LA0LE_1RA0RC; 0∞11111111111(111)B>0∞; 96; 36
1RB---_0RC1RE_0LD1RA_1LB0LB_0RD1LD; 0∞0111011101(1101)A>0∞; 162; 89
1RB---_0RC1RE_0LD1LA_1LC1LB_0RC0RD; 0∞<B101111(11)0∞; 86; 45
1RB---_0RC1RE_0LD1LA_1LC1LB_1RB0RD; 0∞<B101111(11)0∞; 82; 43
1RB---_0RC1RE_1RD0RB_1LD0LE_0LC1LA; 0∞<A1010101010101(0101)0∞; 135; 51
1RB---_0RC1RE_1RD0LB_1LE1RB_1LA0LD; 0∞<A1101011011011011(011011)0∞; 212; 101
1RB---_0RC1RE_1RD0LD_1LC1LB_0RC0RA; 0∞<C1010010100101001010(0101001010)1010∞; 504; 290
1RB---_0RC1RE_1RD0LD_1LE---_0RB0LC; 0∞01010101010(1010)0C>0∞; 190; 102
1RB---_0RC1RE_1RD0LE_1LB1LC_0RA0LD; 0∞<B100100100100(100)0100∞; 179; 59
1RB---_0RC1RE_1RD1RA_1LB0LD_0RC1LD; 0∞<B100100100100100100(100100100)01010∞; 534; 274
1RB---_0RC1RE_1RD1RA_1LB0LD_0RD1LD; 0∞011011011011011011011011(011011011011011)101A>0∞; 1011; 622
1RB---_0RC1RE_1RD1RA_1LE0LD_0RC0LD; 0∞011011011011(011011011)101A>0∞; 304; 200
1RB---_0RC1RE_1RD1RC_0LB0LE_1LD0RA; 0∞<B0101010101(0101)0∞; 71; 37
1RB---_0RC1RE_1RD1RD_1LE1RB_1LA0LD; 0∞<A1101011011011011(011011)0∞; 174; 81
1RB---_0RC1RE_1LB1RD_1LE1RB_1LA0LD; 0∞<A1101011011011011(011011)0∞; 186; 85
1RB---_0RC1RE_1LD0RB_0LE0RE_0RA0LC; 0∞0010110101101011010(1101011010)0000(000)110A>0∞; 816; 501
1RB---_0RC1RE_1LD0LA_1LB0LB_0RA0LD; 0∞<B0010101(0101)0∞; 121; 74
1RB---_0RC1RE_1LD0LA_1LB0LC_1LD0RB; 0∞<A00101010101010101(01010101)0∞; 300; 160
1RB---_0RC1RE_1LD1RA_0LE0LB_1RA0LD; 0∞111111101101(101)A>0∞; 83; 29
1RB---_0RC1LB_1LA0RD_1RA1RE_0LC0LE; 0∞000110011001(1001)A>0∞; 155; 62
1RB---_0RC1LB_1LA1RD_1RA1RE_1LB0LE; 0∞<B10001000(1000)0∞; 134; 78
1RB---_0RC1LC_0RD1LD_0LE0LA_1LA1LC; 0∞<A0110110(110)0∞; 107; 62
1RB---_0RC1LC_0RD1LE_1LD0LA_0LB1LD; 0∞<A01110111(0111)0∞; 137; 84
1RB---_0RC1LC_0LD1RE_1LB0LB_1RC0RA; 0∞<B1010011001100110(0110)0∞; 140; 52
1RB---_0RC1LC_0LD1RE_1LB0LB_1RD0RA; 0∞<B101100110(0110)0∞; 65; 36
1RB---_0RC1LC_1RD0RA_1RE0LD_0LE1LB; 0∞<B100100100(100)00∞; 127; 55
1RB---_0RC1LC_1RD0RE_1LE1RA_1RE0LD; 0∞1111(11)00111(1)B>0∞; 76; 35
1RB---_0RC1LC_1LA0LD_1RE0LB_1RE0RA; 0∞11110(11110)A>0∞; 58; 39
1RB---_0RC1LC_1LD0RE_0LE0LB_1RA1RC; 0∞10101010101010101(01010101)A>0∞; 305; 166
1RB---_0RC1LD_0RD1RD_1LB1RE_1RA0LB; 0∞<B11000110001100(01100)0∞; 195; 67
1RB---_0RC1LD_0LC1RD_1LB1RE_1RA0LB; 0∞<B11000110001(10001)00∞; 252; 137
1RB---_0RC1LD_0LD0RB_0LE1RE_1RA1LC; 0∞<C101010010100(10100)0∞; 242; 131
1RB---_0RC1LD_0LD1RD_1LB1RE_1RA0LB; 0∞<B11000110001(10001)00∞; 244; 135
1RB---_0RC1LD_0LD1RE_1RC1LB_1RA0LE; 0∞<B1110001111(11)00∞; 147; 52
1RB---_0RC1LD_1RD0RA_1RE0LC_1LB0LE; 0∞<B100100100(100)00∞; 115; 49
1RB---_0RC1LD_1RD0LA_0LB1LE_---1LB; 0∞<B01111(111)0100∞; 80; 44
1RB---_0RC1LD_1RD0LA_1LE0RD_0LB0LC; 0∞11(1)01000(0)100D>0∞; 104; 36
1RB---_0RC1LD_1RD0LB_1LB1RE_1RA0LB; 0∞<B11000110001100011(00011)10∞; 327; 146
1RB---_0RC1LD_1RD1RA_1RE0LD_1LE0LC; 0∞1110111011101110111011101(1101110111011101)A>0∞; 907; 560
1RB---_0RC1LD_1RD1RC_0LE1LE_1RA1LB; 0∞<B1111111111111(111)00∞; 131; 38
1RB---_0RC1LD_1RD1RD_1LB1RE_1RA0LB; 0∞<B11000110001100011(00011)10∞; 293; 130
1RB---_0RC1LD_1RD1RE_1LB0LD_1RA1RB; 0∞<B100011011011(011011011)110∞; 284; 182
1RB---_0RC1LD_1LA0RA_0LB0RE_1RC1RD; 0∞<B010101010(1010)0∞; 82; 47
1RB---_0RC1LD_1LA0RB_0LE1LC_1RB1LD; 0∞11110011100(1110011100)B>0∞; 369; 268
1RB---_0RC1LD_1LA0RD_0LA1LE_0RB0LB; 0∞<A0111101111(01111)0∞; 147; 85
1RB---_0RC1LD_1LA0RD_0LA1LE_0LA0LB; 0∞<A0111101111(01111)0∞; 123; 71
1RB---_0RC1LD_1LA0RE_1RE0LB_1RA0RB; 0∞10001(10001)A>0∞; 50; 40
1RB---_0RC1LD_1LA0LA_---1LE_0LA1LB; 0∞<A011111111(111)0∞; 93; 42
1RB---_0RC1LD_1LA0LA_---1LE_1RD1LB; 0∞<B111111(111)0∞; 59; 34
1RB---_0RC1LD_1LA0LA_---1LE_1LB0RD; 0∞<B111111(111)0∞; 63; 36
1RB---_0RC1LD_1LA0LA_---1LE_1LB1LB; 0∞<B111111(111)0∞; 55; 32
1RB---_0RC1LD_1LA0LA_1RA1LE_0LD1LB; 0∞<B111111111(111111)0∞; 167; 108
1RB---_0RC1LD_1LA1RE_1RE1LD_1RA0LE; 0∞111101111111111111111111(1111)0C>0∞; 434; 117
1RB---_0RC1LD_1LB1RC_0LE0RD_0LA0LB; 0∞<A001111111111(111111)0∞; 191; 113
1RB---_0RC1LD_1LB1RD_1LB1RE_1RA0LB; 0∞<B11000110001100011(00011)10∞; 303; 132
1RB---_0RC1LD_1LD0LA_1RD1LE_---1LB; 0∞<B1111111(111)0∞; 70; 38
1RB---_0RC1LD_1LD0LA_1LB0LE_---0RC; 0∞<B1111111(111)0∞; 64; 38
1RB---_0RC1LD_1LD0LA_1LB1LE_---0RB; 0∞<B1111111(111)0∞; 64; 38
1RB---_0RC1LD_1LD0LA_1LB1LE_---1LB; 0∞<B1111111(111)0∞; 58; 34
1RB---_0RC1LD_1LD1RE_1LB0LD_1RA1RB; 0∞<B10011011011(011)11(1)0∞; 175; 78
1RB---_0RC1LD_1LD1RE_1LB0LE_1RA0LE; 0∞11111111(1111)0C>0∞; 119; 63
1RB---_0RC1LE_0RD0LA_0RE1LB_1LA0LD; 0∞<B101110111(0111)0∞; 121; 63
1RB---_0RC1LE_0RD0LA_1LD1LB_---1LD; 0∞<B1111111(111)0∞; 61; 35
1RB---_0RC1LE_0RD0LE_1LD1LB_0LA1LD; 0∞<A00111111(111)0∞; 102; 60
1RB---_0RC1LE_0RD1RB_1LD1RE_1RA0LE; 0∞1101111011(11011)01B>0∞; 250; 125
1RB---_0RC1LE_0RD1LA_1LB0LA_0LB0LD; 0∞<B011010101101(0101101)0∞; 230; 143
1RB---_0RC1LE_0RD1LD_0LE0LA_1LA1LC; 0∞<A1011011011(011011)100∞; 181; 109
1RB---_0RC1LE_0LD0RC_0LE0LB_1RA1LD; 0∞<B011101(1101)001000∞; 97; 42
1RB---_0RC1LE_0LD0LA_1RE1LB_1RC1LD; 0∞<B1111111(111)00∞; 76; 40
1RB---_0RC1LE_0LD1RA_1LB0LD_1LC1RD; 0∞<B10010010010010010(010)0∞; 245; 53
1RB---_0RC1LE_1RD0RE_1LB1RD_0LB0LA; 0∞<B01010101(0101)10∞; 78; 46
1RB---_0RC1LE_1RD0LA_1LB0RA_0LB0LE; 0∞<B0100101001(01001)10∞; 147; 89
1RB---_0RC1LE_1LB0RD_1RC1RD_1LA0LC; 0∞0(0)1001011(011)C>0∞; 58; 36
1RB---_0RC1LE_1LC0LD_1RA0LE_---0RC; 0∞1111(111)B>0∞; 47; 32
1RB---_0RC1LE_1LD0RB_1LD1LB_0LA0LB; 0∞<A010101111110111111(0111111)0∞; 395; 205
1RB---_0RC1LE_1LD0RE_0LE0LB_1LA1RC; 0∞<A10111111111(111111)0∞; 125; 71
1RB---_0RC1LE_1LD0RE_1RC1LB_0LC0LA; 0∞<B11011101110(1110)0∞; 102; 53
1RB---_0LB0RC_0RD0LD_1LE0RE_1LA1LC; 0∞<A1101100110(0110)0∞; 126; 58
1RB---_0LB0RC_1RD0LE_1LE0RA_1LC1RE; 0∞1010101010(1010)010(010)1B>0∞; 190; 103
1RB---_0LB0RC_1RD1LE_1LC0RA_0RE0LD; 0∞<C1010101(0101)0∞; 57; 32
1RB---_0LB0RC_1LD0RD_1LE1RA_1LA1LB; 0∞<A1110111(0111)0∞; 48; 28
1RB---_0LB0RC_1LD0LD_1RE0LC_0RA1RC; 0∞1011101110111011(10111011)0A>0∞; 273; 133
1RB---_0LB0RC_1LD0LE_0RD1RE_1LC0RA; 0∞<C1010101(0101)0∞; 51; 28
1RB---_0LB0LC_1RD0LD_1RE1RA_1LB0RC; 0∞11011011011(011011)A>0∞; 192; 116
1RB---_0LB0LC_1LD0RE_0RE0LA_1RC1RD; 0∞01010101(0101)C>0∞; 66; 39
1RB---_0LB0LC_1LD1LC_0RE0LE_1RA1RD; 0∞0101(0101)A>0∞; 30; 24
1RB---_0LB1RC_0RD0RA_1RE0LE_1LD1LB; 0∞<D1010010100101001010(0101001010)1010∞; 576; 330
1RB---_0LB1RC_0RD0LE_1RE1RA_1LC0LE; 0∞011011011011(011011011)101A>0∞; 384; 254
1RB---_0LB1RC_1RD0RE_0LE0LC_0RA1LD; 0∞0110011001(1001)B>0∞; 91; 44
1RB---_0LB1RC_1LD0LC_1RE1RD_1LC0RA; 0∞<C000100010001000100(0100)10∞; 283; 98
1RB---_0LB1RC_1LD0LE_1LA0LE_1LC0RA; 0∞<A11101101101(101)011(1)0∞; 122; 52
1RB---_0LB1RC_1LD1RE_0RE0LC_0RB0RA; 0∞0010110110(110)B>0∞; 165; 83
1RB---_0LB1LC_1RC0RD_1RA1RE_1LE1LB; 0∞<C1001111(11)0∞; 78; 41
1RB---_0LB1LC_1RD0LD_1LB0RE_1RC1RA; 0∞100000110110001101(10001101)A>0∞; 316; 150
1RB---_0LB1LC_1LD0RB_1RE0LC_0RA1RE; 0∞1111111(1111)0A>0∞; 74; 44
1RB---_0LC---_1RC0RD_1RE0RE_1LE0LB; 0∞<C001111(111)0∞; 75; 47
1RB---_0LC---_1RD0LD_0RE0RB_1LB1RC; 0∞1011101011101011101011(101011101011)0B>0∞; 871; 500
1RB---_0LC0RA_0LE0RD_1RE0LB_1LD1RE; 0∞010001010010101001010100101010(01010100101010)A>0∞; 838; 453
1RB---_0LC0RA_0LE1RD_1LC0RD_1RA0LD; 0∞110101010101010(1010)A>0∞; 195; 75
1RB---_0LC0RA_0LE1RD_1LC0RD_1RE0LB; 0∞1100(0)1101010(10)A>0∞; 147; 55
1RB---_0LC0RA_1RC1LD_0RE0LB_1LC0RE; 0∞1010(1010)A>0∞; 56; 40
1RB---_0LC0RA_1RD1RC_1LE0LB_1RC0LD; 0∞0101010101010(101010)A>0∞; 207; 95
1RB---_0LC0RA_1RD1LC_1RA1RE_0RC0LE; 0∞011111(011111)11011A>0∞; 148; 102
1RB---_0LC0RA_1RE0LD_1RC1LE_1LC0LB; 0∞010101010(1010)A>0∞; 84; 42
1RB---_0LC0RA_1RE1LD_1LE0RE_1RE0LB; 0∞11(11)0101B>0∞; 42; 21
1RB---_0LC0RA_1RE1LD_1LE0LB_1RC0LE; 0∞11111(11)0101B>0∞; 80; 31
1RB---_0LC0RA_1LE0RD_1RC0RC_1RB0LB; 0∞101(01)10010100101010(0101010)A>0∞; 324; 183
1RB---_0LC0RA_1LE0RD_1LB---_1RB0LB; 0∞1010(1010)A>0∞; 30; 22
1RB---_0LC0RA_1LE0RD_1LB0RA_1RD0LB; 0∞1010(1010)A>0∞; 30; 22
1RB---_0LC0RB_0RA1LD_1LE0LD_1RE1RC; 0∞<D00101010(10)001010(10)0∞; 213; 88
1RB---_0LC0RB_0LE1RD_1LD0RE_1RA1LC; 0∞10101(0101)10B>0∞; 102; 58
1RB---_0LC0RB_0LE1RD_1LD0LB_1RE0RA; 0∞11110(11110)A>0∞; 50; 40
1RB---_0LC0RB_0LE1LD_0LB1LB_1RE0RA; 0∞10101010101(010101)11101B>0∞; 883; 500
1RB---_0LC0RB_1RA1RD_1LE0LD_1LA1LD; 0∞<A1111011011011011(011011011011)0∞; 259; 180
1RB---_0LC0RB_1RA1LD_0RD1LE_1LB0LA; 0∞<A011011011(011)101110(1110)0∞; 258; 134
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB0RC; 0∞<B111011101110(1110)0∞; 92; 39
1RB---_0LC0RB_1RA1LD_0RE1LE_1LB1RC; 0∞<B11110111011101110(111011101110)0∞; 514; 352
