machine; formula tape; number steps before formula tape; number macro steps before special case
1RB0LB_0RC1LE_0RD1LA_1LD0LA_---0RD; 0∞<A0111111(111)0∞; 117; 73
1RB0LB_0RC1LE_0RD1LC_1LD0LA_---0RC; 0∞<A0111111(111)0∞; 105; 65
1RB0LB_0RC1LE_0RD1LC_1LD0LA_---0RD; 0∞<A0111111(111)0∞; 99; 61
1RB0LB_0RC1LE_0LD---_1RC1LA_0RA1RE; 0∞<A10010010(010010)100∞; 188; 120
1RB0LB_0RC1LE_1RD---_1LA0LD_0RA1RE; 0∞<A100100(100)000∞; 102; 54
1RB0LB_0RC1LE_1RD0RE_0LB---_1RA0LA; 0∞<A01000100(0100)0∞; 75; 43
1RB0LB_0RC1LE_1RD0RE_1RE---_0LA1RA; 0∞<A0100001000010000100(0010000100)0∞; 330; 194
1RB0LB_0RC1LE_1RD0LA_1LB---_1LC0RC; 0∞<A0111111(111)0∞; 81; 49
1RB0LB_0RC1LE_1RD0LA_1LD1LC_---0RC; 0∞<A011111111(1111)0∞; 156; 90
1RB0LB_0RC1LE_1RD0LA_1LE1LC_---1LA; 0∞<B011011(011)10∞; 73; 41
1RB0LB_0RC1LE_1RD1RA_0LB---_0LA0RE; 0∞<A010101010(1010)0∞; 96; 54
1RB0LB_0RC1LE_1RD1RA_1LC---_0LA0RE; 0∞<A010101010(1010)0∞; 120; 66
1RB0LB_0RC1LE_1RD1RB_1RE---_0LA1RA; 0∞<A0100001000010000100(0010000100)0∞; 318; 186
1RB0LB_0RC1LE_1RD1RE_0RE---_1LB1RA; 0∞011101110111011101110111011(10111011)A>0∞; 561; 200
1RB0LB_0RC1LE_1RD1LE_1RE---_0LC1RA; 0∞<C0100001000010000100(00100)0∞; 222; 74
1RB0LB_0RC1LE_1LB1LD_1LA1RD_---0RD; 0∞<A111111111(111)0∞; 207; 103
1RB0LB_0RC1LE_1LC0RD_0RB1RA_0LA---; 0∞<A010010111(010111)0∞; 169; 112
1RB0LB_0RC1LE_1LD---_1LA0RE_0LA1RD; 0∞<A111111111111111(11111111)0∞; 288; 172
1RB0LB_0RC1LE_1LD---_1LA1RD_---0RD; 0∞<A111111111(111)0∞; 175; 89
1RB0LB_0RC1LE_1LD0RB_0LB---_0LA1LC; 0∞<A0101110111011101110111(0111)0∞; 342; 96
1RB0LB_0RC1LE_1LD1RA_0LA0RD_---0RD; 0∞<A01010101(0101)0∞; 72; 42
1RB0LB_0RC1LE_1LD1RA_0LA1RB_---0RD; 0∞<A01010101(0101)0∞; 66; 38
1RB0LB_0RC1LE_1LD1RC_1RB0RE_---0LA; 0∞<A01010101(0101)0∞; 108; 62
1RB0LB_0RC1LE_1LD1RC_1LA0LB_---0RC; 0∞<A111111111(111)0∞; 175; 89
1RB0LB_0RC1LE_1LD1RD_1LA1RD_---0RC; 0∞<A111111111(111)0∞; 175; 89
1RB0LB_0LB0RC_1RD0RE_0LE---_1LA1LE; 0∞<A110110(110)0∞; 57; 35
1RB0LB_0LB0RC_1RD1RC_1LE1LD_---1LA; 0∞11(1)01111(111)C>0∞; 89; 54
1RB0LB_0LB0RC_1LD0RE_1LA---_0RD0LA; 0∞<A110011(0011)0∞; 55; 37
1RB0LB_0LB0RC_1LD0RE_1LA---_0RD1LD; 0∞<A110011(0011)0∞; 51; 33
1RB0LB_0LC---_0RD1RC_1LE0RC_0LA---; 0∞<A0100101001(01001)0∞; 99; 57
1RB0LB_0LC---_0RD1RC_1LE1RD_0LA0RE; 0∞<A01001001001(001001)0∞; 117; 69
1RB0LB_0LC---_0RD1LD_1RE0LB_1LA0RC; 0∞1001100110(0110)C>0∞; 104; 49
1RB0LB_0LC---_0RD1LD_1RE0LD_1LA0RC; 0∞1001100110(0110)C>0∞; 98; 45
1RB0LB_0LC---_0LD1RC_1RD0RE_1LC0RA; 0∞<D01100(100)0∞; 85; 56
1RB0LB_0LC---_0LD1RD_1RE0RE_1LC0RA; 0∞11(1)00110110(110)A>0∞; 174; 82
1RB0LB_0LC---_0LE0RD_1LC0RA_1RE0RD; 0∞110110(110)D>0∞; 102; 63
1RB0LB_0LC---_1RC0RD_1RE0RE_1LA0LB; 0∞<C001111(111)0∞; 75; 47
1RB0LB_0LC---_1RD1LC_1RC0RE_1LE0RA; 0∞1111111111(111111)00A>0∞; 255; 132
1RB0LB_0LC---_1RD1LC_1RD0RE_1LE0RA; 0∞1111111111(111111)00A>0∞; 255; 132
1RB0LB_0LC0RA_0RD1LB_1RE---_1RA1RC; 0∞011101010101(01)B>0∞; 192; 49
1RB0LB_0LC0RA_1RD0RC_0LE---_1LA1LD; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_0LC0RA_1RD1LB_1RE---_1LA0RD; 0∞<C0001010(1010)010∞; 95; 52
1RB0LB_0LC0RA_1RE0LD_1RC1LA_1LC---; 0∞<A1010101(0101)0∞; 60; 34
1RB0LB_0LC0RA_1LA0RD_1RE1LB_0LD---; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_0LC0RB_0RE1LD_1LE0LA_1RA---; 0∞001100110(0110)1A>0∞; 153; 70
1RB0LB_0LC0RB_1LD1RD_1RC1LE_---1LA; 0∞<A111111(111)0∞; 57; 33
1RB0LB_0LC0RC_0RD1LA_1RE---_1LA1LB; 0∞<A100110011(0011)0∞; 96; 51
1RB0LB_0LC0RC_0LE1LD_1RA0LA_0RD---; 0∞01101101101(101101)A>0∞; 181; 97
1RB0LB_0LC0RC_1RA1LD_0RB0LE_1LB---; 0∞<B101010101010(1010)0∞; 92; 39
1RB0LB_0LC0RC_1RA1LD_0LC1LE_1LA---; 0∞<A11101011010110(10110)0∞; 174; 68
1RB0LB_0LC0RC_1RA1LD_1RA1LE_1LB---; 0∞<B11101110(1110)0∞; 68; 37
1RB0LB_0LC0RC_1RA1LD_1LA0LE_1LB---; 0∞<B1010101010101010(1010)0∞; 147; 49
1RB0LB_0LC0RC_1RA1LD_1LC0LE_1LB---; 0∞<B101010101010(1010)0∞; 97; 39
1RB0LB_0LC0RC_1RD0LD_1RE1RB_1LA---; 0∞<B010001000100(0100)0∞; 150; 66
1RB0LB_0LC0RC_1RD1LA_1RE---_1LC0LA; 0∞<A1001111(11)0∞; 78; 43
1RB0LB_0LC0RC_1RD1LD_1RA0LE_---0LA; 0∞<A0010010010010010(010010)0∞; 184; 85
1RB0LB_0LC0RC_1RE1RD_0RB---_1LE0LA; 0∞<A0100101001(01001)0∞; 111; 63
1RB0LB_0LC0RC_1RE1RD_0RB0LA_1LD---; 0∞<A0100101001(01001)0∞; 111; 63
1RB0LB_0LC0RC_1LE1LD_1RE---_1LA0RE; 0∞<A11111111(1111)0∞; 108; 60
1RB0LB_0LC0RD_---0LD_1RA1LE_0LD1LA; 0∞<A110101010(1010)00∞; 96; 47
1RB0LB_0LC0RD_---0LD_1LE1RD_1LA1RE; 0∞<A11101111111(1111)0∞; 182; 87
1RB0LB_0LC0RD_---1LA_0RE---_1LE0LA; 0∞<A10111(111)0∞; 51; 40
1RB0LB_0LC0RD_---1LA_1RE0LA_1LE1LB; 0∞<A1011(11)0∞; 51; 43
1RB0LB_0LC0RD_---1LD_0RE1RB_1LE1LA; 0∞<A11111111(1111)0∞; 84; 46
1RB0LB_0LC0RD_---1LD_1RA1LE_0LD1LA; 0∞<A1101010101010(10101010)0∞; 219; 132
1RB0LB_0LC0RD_---1LD_1RE0LA_1RA0RE; 0∞<A010101010(1010)0∞; 108; 60
1RB0LB_0LC0RD_---1LD_1RE1LA_0RA0LD; 0∞<A1000100(0100)0∞; 48; 28
1RB0LB_0LC0RD_---1LD_1RE1LA_1RA1LD; 0∞<A1100110(0110)0∞; 52; 33
1RB0LB_0LC0RD_---1LD_1LE1RD_1LA1RB; 0∞<A1111111111111111(11111111)0∞; 286; 148
1RB0LB_0LC0RD_0RA1LD_1LE0RB_1LA---; 0∞<A111001110(01110)0∞; 63; 39
1RB0LB_0LC0RD_0LE1LD_1RA0LA_0RA---; 0∞01101101101(101101)A>0∞; 155; 83
1RB0LB_0LC0RD_0LE1LD_1RA0LA_0RD---; 0∞01101101101(101101)A>0∞; 143; 77
1RB0LB_0LC0RD_0LE1LD_1RA0LB_1RD---; 0∞001101101(101)A>0∞; 85; 34
1RB0LB_0LC0RD_1RA0LD_0RE1LA_1RC---; 0∞<A1001000100100(0100100)0∞; 183; 109
1RB0LB_0LC0RD_1RE1LD_1RA1LE_0RA---; 0∞101101(101)01101(101)A>0∞; 179; 104
1RB0LB_0LC0RD_1LA0RD_1LC1RE_0RB---; 0∞<A11011010(011010)0∞; 109; 74
1RB0LB_0LC0RD_1LA0LD_1RA1LE_0LC---; 0∞<A10100100100(100100)0∞; 202; 112
1RB0LB_0LC0RD_1LA1RC_1RE---_1RB0RA; 0∞<A100100101101(00101101)0∞; 137; 89
1RB0LB_0LC0RD_1LA1RC_1LE---_1RE0RA; 0∞<A1001001001(001001)0∞; 129; 81
1RB0LB_0LC0RD_1LA1LB_0RC1RE_1RC---; 0∞<A101010101010101(010101)0∞; 341; 162
1RB0LB_0LC0RD_1LA1LB_0RE---_0RA1RD; 0∞<A10010100100000010100100000010(100100000010100100000010)010100∞; 3390; 2416
1RB0LB_0LC0RD_1LA1LC_0RE0LC_0RA---; 0∞<A1110010(10010)00∞; 86; 53
1RB0LB_0LC0RD_1LA1LC_0RE1RB_1RC---; 0∞<A1110011(10011)00∞; 94; 65
1RB0LB_0LC0RD_1LA1LC_0RE1RB_1LC---; 0∞<A1110011(10011)00∞; 86; 59
1RB0LB_0LC0RD_1LA1LC_1RB0RE_1LA---; 0∞<A1100110(0110)0∞; 42; 26
1RB0LB_0LC0RD_1LA1LC_1RB0RE_1LD---; 0∞<A1100110(0110)0∞; 42; 26
1RB0LB_0LC0RD_1LA1LD_1RA0LE_1RC---; 0∞<A100110110(110)0∞; 214; 127
1RB0LB_0LC0RD_1LA1LD_1RA0LE_1LB---; 0∞<A101010101010101010101010101010(101010101010101010101010)0∞; 1250; 908
1RB0LB_0LC0RD_1LA1LD_1RA1LE_0LB---; 0∞<A100110110(110)0∞; 180; 107
1RB0LB_0LC0RD_1LC1LA_0RE1RB_0RB---; 0∞<A10011110(011110)0∞; 91; 64
1RB0LB_0LC0RD_1LD1LB_1RA1LE_0LA---; 0∞<B1010101010101010(1010)0∞; 197; 73
1RB0LB_0LC0RD_1LE1LD_1RA0LA_0RC---; 0∞01101101101(101101)A>0∞; 151; 81
1RB0LB_0LC0RD_1LE1LD_1RA0LA_1RA---; 0∞01101101101(101101)A>0∞; 147; 79
1RB0LB_0LC0RD_1LE1LD_1RA0LA_1RB---; 0∞<A01010101010101010(10101010)0∞; 297; 157
1RB0LB_0LC0RD_1LE1LD_1RA0LA_1LD---; 0∞01101101101(101101)A>0∞; 155; 83
1RB0LB_0LC0RD_1LE1LD_1RA1LB_0LD---; 0∞1100(1100)011B>0∞; 54; 31
1RB0LB_0LC0RE_---1LD_1LA---_1RB0RD; 0∞<A1100110(0110)0∞; 42; 26
1RB0LB_0LC0RE_---1LD_1LA0LA_1LD1RA; 0∞<A1111(11)010100∞; 139; 71
1RB0LB_0LC0RE_---1LD_1LA1RD_1LD1RE; 0∞<A1110111(1111)0∞; 94; 61
1RB0LB_0LC0RE_0RA1LD_1RA1LA_1RD---; 0∞0111011(1011)A>0∞; 90; 53
1RB0LB_0LC0RE_0RA1LD_1LA---_0LC0RD; 0∞<A1100110(0110)0∞; 48; 30
1RB0LB_0LC0RE_0RD1LB_1LA---_1LD0RC; 0∞<A1111111111(1111)0∞; 177; 95
1RB0LB_0LC0RE_0RD1LD_1LE0LA_1RA---; 0∞001100110(0110)1A>0∞; 131; 64
1RB0LB_0LC0RE_0RE1LD_1RA1LA_1RD---; 0∞0111011(1011)A>0∞; 78; 47
1RB0LB_0LC0RE_0RE1LD_1LB0LA_1RA---; 0∞0001100110(0110)1A>0∞; 127; 58
1RB0LB_0LC0RE_0RE1LD_1LE0LA_1RA---; 0∞001100110(0110)1A>0∞; 119; 56
1RB0LB_0LC0RE_0LD1LB_1LE---_1RA0RA; 0∞000100010(0010)1A>0∞; 148; 81
1RB0LB_0LC0RE_0LD1LB_1LE---_1RA1LC; 0∞0110000110000110(000110)1A>0∞; 243; 100
1RB0LB_0LC0RE_1RA1LD_1LC0LA_1RA---; 0∞<A0100101110100101(110100101)00∞; 312; 170
1RB0LB_0LC0RE_1RD1LC_1LA1RA_0RB---; 0∞10000(0000)B>0∞; 45; 30
1RB0LB_0LC0RE_1RD1LD_1LA---_1RB0RC; 0∞<A1100110(0110)0∞; 72; 47
1RB0LB_0LC0RE_1RE1LD_1LB0LD_1RA---; 0∞<B1101010(1010)0∞; 48; 29
1RB0LB_0LC0RE_1LA0RD_1RC0RC_1RB---; 0∞101(01)10010100101010(0101010)1B>0∞; 325; 183
1RB0LB_0LC0RE_1LA0RD_1LB---_1RB---; 0∞<A1010101(0101)0∞; 48; 28
1RB0LB_0LC0RE_1LA0RD_1LB0RA_1RD---; 0∞<A1010101(0101)0∞; 48; 28
1RB0LB_0LC0RE_1LA0LD_0RC1LB_1RA---; 0∞<A10010100100100(100100)0∞; 223; 112
1RB0LB_0LC0RE_1LA0LD_0RE1LB_1RA---; 0∞<A10100100100(100100)0∞; 203; 112
1RB0LB_0LC0RE_1LA0LD_0LE1LB_1RA---; 0∞<A10100100100100100(100100)0∞; 335; 136
1RB0LB_0LC0RE_1LA0LD_1RA1LB_1RA---; 0∞<A10100100100(100100)0∞; 202; 112
1RB0LB_0LC0RE_1LA0LD_1RC1LB_1RA---; 0∞<A10010100100100100(100100)0∞; 244; 124
1RB0LB_0LC0RE_1LA0LD_1LB0RA_1RA---; 0∞<A10100100100(100100)0∞; 278; 160
1RB0LB_0LC0RE_1LA0LD_1LB1LB_1RA---; 0∞<A10100100100(100100)0∞; 198; 112
1RB0LB_0LC0RE_1LA0LD_1LC---_0RA0RB; 0∞<A11000100110001001100(0100110001001100)0∞; 541; 382
1RB0LB_0LC0RE_1LA0LD_1LC---_0RA1LA; 0∞<A11000100110001001100(0100110001001100)0∞; 513; 362
1RB0LB_0LC0RE_1LA0LD_1LE1LB_1RA---; 0∞<A10100100100(100100)0∞; 206; 112
1RB0LB_0LC0RE_1LA1RD_1LB---_0RA0RD; 0∞<A101100100(100100)0∞; 153; 92
1RB0LB_0LC0RE_1LA1LD_0RB---_1LC0RD; 0∞1000(000)B>0∞; 31; 22
1RB0LB_0LC0RE_1LA1LD_1RE---_1LC0RC; 0∞<A11111111(1111)0∞; 98; 54
1RB0LB_0LC0RE_1LA1LD_1LA---_1RB0RC; 0∞<A1100110(0110)0∞; 42; 26
1RB0LB_0LC0RE_1LE1LD_0LC0LA_1RA---; 0∞0110011001100110011(0011)B>0∞; 206; 69
1RB0LB_0LC0RE_1LE1LD_1RA0LA_1RA---; 0∞01101101101(101101)A>0∞; 147; 79
1RB0LB_0LC0RE_1LE1LD_1LA---_1RB0RC; 0∞<A1100110(0110)0∞; 42; 26
1RB0LB_0LC0RE_1LE1LD_1LC0LA_1RA---; 0∞0001101100001101(100001101)A>0∞; 311; 177
1RB0LB_0LC0LA_1RD1LC_0RE1RA_1RD---; 0∞<B0000000(0000)100∞; 83; 43
1RB0LB_0LC0LD_0RE1LA_1RA1RC_1RD---; 0∞010101010101(0101)1A>0∞; 195; 88
1RB0LB_0LC0LD_0RE1LA_1RC0RD_1RA---; 0∞01011010110101(10101)01A>0∞; 324; 134
1RB0LB_0LC0LD_1LA1RC_0RA0RE_1RD---; 0∞<A10010010010010(010010)10∞; 199; 104
1RB0LB_0LC0LD_1LA1RC_1RE0RD_0RA---; 0∞<A10010010010010(010010)10∞; 199; 104
1RB0LB_0LC0LE_---1LD_1RA1LB_1RD0RD; 0∞01011011(011)B>0∞; 148; 77
1RB0LB_0LC1RA_---1LD_1RA1LE_1LA1LC; 0∞<A111111111(111111)00∞; 187; 121
1RB0LB_0LC1RA_0LA1LD_1RB1LE_---1LC; 0∞<A0111111111(111111)00∞; 139; 86
1RB0LB_0LC1RA_0LD1LD_1RB1LE_---1LC; 0∞1111111(111111)B>0∞; 81; 62
1RB0LB_0LC1RA_1RA1LD_1LA1LE_---1LC; 0∞<A11111111(111111)00∞; 144; 103
1RB0LB_0LC1RA_1LA0RD_1RC1RE_0RA---; 0∞1111(1)0101011(11)A>0∞; 108; 45
1RB0LB_0LC1RA_1LE0RD_1RC---_0RB0LE; 0∞01111101010101(0101)C>0∞; 165; 62
1RB0LB_0LC1RB_1LE0RD_0RB---_1LA1LC; 0∞<A11110011(110011)00∞; 203; 143
1RB0LB_0LC1RB_1LE0RD_0RB---_1LA1LD; 0∞<A1100110110(110)0∞; 139; 64
1RB0LB_0LC1RC_---1RD_1LE0RA_1RB1LD; 0∞1110(1110)A>0∞; 32; 24
1RB0LB_0LC1RC_0RD0LD_1RA1RE_1LA---; 0∞0111010101(0101)A>0∞; 133; 78
1RB0LB_0LC1RC_0RE1RD_1LA---_0RD1RB; 0∞01101101(101)B>0∞; 115; 62
1RB0LB_0LC1RC_0RE1RD_1LA---_0LD0RA; 0∞<A1001001001(001001)0∞; 111; 67
1RB0LB_0LC1RC_0RE1RD_1LA---_1RA1RB; 0∞011101101101(101101)A>0∞; 174; 105
1RB0LB_0LC1RC_0RE1RD_1LA---_1RE1RB; 0∞01101101(101)B>0∞; 115; 62
1RB0LB_0LC1RC_0RE1LD_0LC0RA_1RD---; 0∞010110101(10101)B>0∞; 110; 71
1RB0LB_0LC1RC_0LE1LD_1LA0RD_---0RA; 0∞<A1100110(0110)0∞; 54; 34
1RB0LB_0LC1RC_0LE1LD_1LA1RD_---0RA; 0∞<A1100110(0110)0∞; 66; 42
1RB0LB_0LC1RC_1RA0RD_1LB1RE_---0RA; 0∞1111111(111)A>0∞; 91; 52
1RB0LB_0LC1RC_1LE0RD_1LA1LA_---1LD; 0∞<A111111111(111111)0∞; 135; 89
1RB0LB_0LC1RC_1LE1RD_0RE---_1LA0LA; 0∞<A01010101(0101)0∞; 93; 51
1RB0LB_0LC1RD_---1LA_0RE---_0LA1RA; 0∞<A10010(010)0∞; 51; 33
1RB0LB_0LC1RD_---1LA_0RE---_0LE1RA; 0∞<A10010(010)0∞; 57; 37
1RB0LB_0LC1RD_---1LA_1RE0RE_1RA0LD; 0∞<A10010101010(1010)0∞; 192; 97
1RB0LB_0LC1RD_---1LA_1LB0RE_0LA1RA; 0∞<A10010(010)0∞; 63; 41
1RB0LB_0LC1RD_---1LA_1LB0RE_0LE1RA; 0∞<A10010(010)0∞; 69; 45
1RB0LB_0LC1RD_---1LD_0RE1LE_1LA1RA; 0∞<A11101110(1110)0∞; 108; 64
1RB0LB_0LC1RD_---1LD_1LA1LE_1RA0RE; 0∞<A1100110(0110)0∞; 54; 34
1RB0LB_0LC1RD_0RA0RD_1LA0RE_---0LC; 0∞01101101(101)B>0∞; 121; 60
1RB0LB_0LC1RD_0RA0RD_1LA0RE_---1RB; 0∞01101101(101)B>0∞; 109; 54
1RB0LB_0LC1RD_0RA0RD_1LA1RE_---0RB; 0∞01110110110(110110)B>0∞; 265; 158
1RB0LB_0LC1RD_0RC1LA_0RE---_1LB1RA; 0∞001111(11)01A>0∞; 115; 60
1RB0LB_0LC1RD_0LE1LA_0RB0RA_---1LC; 0∞<A110100110(100110)00∞; 252; 175
1RB0LB_0LC1RD_1RA0RD_1LA0RE_---0LC; 0∞<B0111111111(111)0∞; 147; 60
1RB0LB_0LC1RD_1RA0RD_1LA0RE_---1RB; 0∞<B0111111111(111)0∞; 159; 66
1RB0LB_0LC1RD_1RA0RD_1LA1RE_---1RC; 0∞11111011011(011011)1A>0∞; 146; 80
1RB0LB_0LC1RD_1RA0LD_0RC1LE_0LA---; 0∞<A010000100(00100)0∞; 96; 56
1RB0LB_0LC1RD_1RB1LC_1RA1RE_---0RA; 0∞1111111(111)B>0∞; 69; 39
1RB0LB_0LC1RD_1RD1LA_0RE---_1LB0RA; 0∞<A101101101101101(101101101)0∞; 352; 238
1RB0LB_0LC1RD_1RE1LA_0RE---_1LC1RA; 0∞<A10010101010(1010)0∞; 186; 95
1RB0LB_0LC1RD_1RE1LA_1LE1RB_---1LC; 0∞<A1111111(111111)00∞; 127; 92
1RB0LB_0LC1RD_1LA1RC_0RC0RE_1RA---; 0∞<A1001011110101101(01101)0∞; 254; 113
1RB0LB_0LC1RD_1LA1RC_0RC1RE_1RA---; 0∞<A1001011111101111(01111)0∞; 326; 147
1RB0LB_0LC1RD_1LA1RC_0RE---_0LA1RB; 0∞<A1001011011(011011)0∞; 161; 97
1RB0LB_0LC1RD_1LA1RC_0RE---_0LC0RA; 0∞<A1001001001(001001)0∞; 93; 57
1RB0LB_0LC1RD_1LA1RC_0RE---_1RB0LD; 0∞<A1001011011(011011)0∞; 145; 93
1RB0LB_0LC1RD_1LA1RC_0RE---_1RB1RB; 0∞<A1001011011(011011)0∞; 129; 81
1RB0LB_0LC1RD_1LA1RC_0RE---_1LD1RB; 0∞<A1001011011(011011)0∞; 137; 85
1RB0LB_0LC1RD_1LA1LC_0RA0RE_1RA---; 0∞<A1100110(0110)0∞; 48; 30
1RB0LB_0LC1RD_1LA1LC_0RE1RA_---0RA; 0∞<A1111111(11111)00∞; 136; 96
1RB0LB_0LC1RD_1LD0RC_0LE---_1LA0RA; 0∞<A1010101(0101)0∞; 60; 36
1RB0LB_0LC1RD_1LE1LA_0RB0RC_---1LC; 0∞<A1110111(110111)00∞; 157; 119
1RB0LB_0LC1RD_1LE1LA_0RB1RB_---1LC; 0∞<A1110111(110111)00∞; 137; 103
1RB0LB_0LC1RD_1LE1LA_0RB1RD_---1LC; 0∞<A1110111(110111)00∞; 137; 103
1RB0LB_0LC1RE_---1RD_1LE0RA_1RA1LD; 0∞1111(1111)A>0∞; 50; 36
1RB0LB_0LC1RE_---1LD_0RD0LE_1RA0LA; 0∞<A0010101010(1010)0∞; 147; 73
1RB0LB_0LC1RE_---1LD_0LE0RC_1RA0LA; 0∞<A0010101010(1010)0∞; 153; 79
1RB0LB_0LC1RE_---1LD_0LE1LB_1RA0RD; 0∞1111(1111)A>0∞; 34; 28
1RB0LB_0LC1RE_---1LD_1RC0LE_1RA0LA; 0∞<A0010101010(1010)0∞; 135; 69
1RB0LB_0LC1RE_---1LD_1RE1LA_1LC0RD; 0∞<A111111111111111(111111)0∞; 271; 136
1RB0LB_0LC1RE_---1LD_1LA0RD_0RA1RA; 0∞<A110010010(010010)0∞; 96; 64
1RB0LB_0LC1RE_---1LD_1LA0RE_1RA1RD; 0∞<A1100101(0101)0∞; 74; 46
1RB0LB_0LC1RE_---1LD_1LA1RE_1LC0RD; 0∞11101010101(0101)11010D>0∞; 330; 122
1RB0LB_0LC1RE_---1LD_1LA1LA_1LC0RD; 0∞<A111111111(111111)0∞; 130; 89
1RB0LB_0LC1RE_0LC1LD_1LA---_0RB1RD; 0∞<A110011001100(1100)0∞; 172; 84
1RB0LB_0LC1RE_1RD1RC_0LE---_0RA1LA; 0∞<A10010010010(010010)0∞; 141; 85
1RB0LB_0LC1RE_1RD1LC_0RD1LA_0RA---; 0∞<B0100100100(100)00∞; 135; 57
1RB0LB_0LC1RE_1LA0RD_0RE0LB_1RC---; 0∞11001001(001)C>0∞; 54; 21
1RB0LB_0LC1RE_1LA0RD_0RE0LD_1RC---; 0∞11001001001(001)C>0∞; 73; 27
1RB0LB_0LC1RE_1LA0RD_0RE1RA_1RC---; 0∞11001001001001(001)C>0∞; 94; 33
1RB0LB_0LC1RE_1LA0RD_0RE1RC_1RC---; 0∞11001001001(001)C>0∞; 71; 27
1RB0LB_0LC1RE_1LA0RD_1RC---_0RA---; 0∞<A1001001001(001001)0∞; 108; 66
1RB0LB_0LC1RE_1LA0RD_1RC---_1LB0RA; 0∞<A1001001001(001001)0∞; 132; 82
1RB0LB_0LC1RE_1LA0RD_1RC0RA_1RD---; 0∞<A10011111111111111111(111111111111)0∞; 650; 404
1RB0LB_0LC1RE_1LA0RD_1RC0LE_1RD---; 0∞<A10011111(1111)0∞; 96; 60
1RB0LB_0LC1RE_1LA0RD_1LB0RA_0LD---; 0∞<A1010101(0101)0∞; 60; 36
1RB0LB_0LC1RE_1LA0RD_1LB1RB_1LC---; 0∞<A1010101(0101)0∞; 60; 36
1RB0LB_0LC1RE_1LA1LD_1RC0RD_0RA---; 0∞<A1001001001(001001)0∞; 144; 86
1RB0LB_0LC1LA_1RD1LB_0RE---_0LA0RC; 0∞<B100110(0110)0∞; 49; 32
1RB0LB_0LC1LA_1LD0RD_1RE---_0LB0RC; 0∞<B0101010(1010)0∞; 81; 47
1RB0LB_0LC1LB_---1LD_1RE0LA_1RA0RD; 0∞<A01010101010101(01010101)100∞; 338; 192
1RB0LB_0LC1LB_1RE0RD_1LA1RC_1RD---; 0∞<B111111111111(1111111111)0∞; 279; 202
1RB0LB_0LC1LB_1LA1LD_1RE---_0RC0RE; 0∞1010001000(1000)C>0∞; 108; 60
1RB0LB_0LC1LC_1LA1LD_1RC0RE_---1RD; 0∞<A11011101(1101)0∞; 90; 50
1RB0LB_0LC1LD_0RD1RC_1LE0RC_1LA---; 0∞<A11011011011011(011011011)0∞; 245; 159
1RB0LB_0LC1LD_1RE1LA_---0LC_1RE0RA; 0∞<A1010101010101010(10101010)0∞; 405; 237
1RB0LB_0LC1LD_1LA1RC_---0RE_0RA1RE; 0∞<A10010010010010(010010)10∞; 199; 104
1RB0LB_0LC1LD_1LA1RC_0RA0RE_---1RD; 0∞<A10010010010010(010010)10∞; 199; 104
1RB0LB_0LC1LD_1LA1RD_1RC0RE_---0LA; 0∞11111(111)C>0∞; 54; 44
1RB0LB_0LC1LE_---1RD_1RE0RC_1LA1LD; 0∞<A11011101(1101)0∞; 74; 42
1RB0LB_0LC1LE_0RD1RC_1LA0RC_---0LA; 0∞<A0100101001(01001)0∞; 129; 73
1RB0LB_0LC1LE_1RE1RD_1LA---_0RC0RA; 0∞<B0101101(101)010∞; 109; 54
1RB0LB_1RC---_0RD0RE_0LE0LA_1LD0RC; 0∞<A010101010(1010)0∞; 120; 70
1RB0LB_1RC---_0RD1LD_0RE0RD_1LE0LA; 0∞<B0011111111(11111)0∞; 103; 61
1RB0LB_1RC---_0LD0RD_0RA1LE_0LC1LB; 0∞0110011001(1001)B>0∞; 121; 60
1RB0LB_1RC---_0LD1RD_0RA1LE_0LC0RD; 0∞011101110(1110)A>0∞; 93; 51
1RB0LB_1RC---_0LD1RE_0LA1LE_1LD0RA; 0∞<A011001100(1100)0∞; 81; 45
1RB0LB_1RC---_1RD0RA_1LE0RA_1LC0LE; 0∞1011(011)10(110)A>0∞; 52; 42
1RB0LB_1RC---_1RD0RA_1LE0RB_1LC0LE; 0∞101101101101101101(101)0110(110)A>0∞; 312; 110
1RB0LB_1RC---_1RD0RD_1LE1RC_0LA1LE; 0∞<A011111111(1111)0∞; 60; 34
1RB0LB_1RC---_1RD0LE_1LC0RC_0LA1LC; 0∞<A001010101(0101)0∞; 60; 34
1RB0LB_1RC---_1RD1RD_1LE0RC_0LA1LE; 0∞<A011111111(1111)0∞; 60; 34
1RB0LB_1RC---_1LD0RD_0LE0RE_0LA0RC; 0∞<A001010101(0101)0∞; 144; 82
1RB0LB_1RC---_1LD0RD_1LE0LA_1LE0RC; 0∞<A01010101(0101)0∞; 96; 58
1RB0LB_1RC---_1LD0RE_1LC0LA_1LD0RD; 0∞<A01010101(0101)0∞; 96; 58
1RB0LB_1RC---_1LD0LE_0RE0LA_1LC0RD; 0∞<A01010101(0101)0∞; 108; 66
1RB0LB_1RC---_1LD1RE_0LA0LE_0RC1LD; 0∞<A01010101(0101)0∞; 48; 28
1RB0LB_1RC---_1LD1RE_0LA1LD_0RC0RC; 0∞<A01111101(1101)0∞; 48; 28
