machine_id; machine; closed_states
1431016; 1RB---_0LC1LB_0LD1LA_0RD1LE_1RD0LE; {'D', 'E'}
1431049; 1RB---_0LC1LB_0LD1LA_0RE0LD_1LD1RE; {'D', 'E'}
1431111; 1RB---_0LC1LB_0LD1LA_0RE1LD_1LD1RE; {'D', 'E'}
1431137; 1RB---_0LC1LB_0LD1LA_0LE0RD_1RD1LE; {'D', 'E'}
1431139; 1RB---_0LC1LB_0LD1LA_0LE0LD_1RE1LD; {'D', 'E'}
1431156; 1RB---_0LC1LB_0LD1LA_0LE1RD_1RD1LE; {'D', 'E'}
1431241; 1RB---_0LC1LB_0LD1LA_1RD1LE_0LD0LE; {'D', 'E'}
1431245; 1RB---_0LC1LB_0LD1LA_1RD1LE_1RD0LE; {'D', 'E'}
1431290; 1RB---_0LC1LB_0LD1LA_1RE0LD_0RE1LD; {'D', 'E'}
1431291; 1RB---_0LC1LB_0LD1LA_1RE0LD_1RE1LD; {'D', 'E'}
1431349; 1RB---_0LC1LB_0LD1LA_1RE1LD_0LD0RE; {'D', 'E'}
1431350; 1RB---_0LC1LB_0LD1LA_1RE1LD_0LD1RE; {'D', 'E'}
1431351; 1RB---_0LC1LB_0LD1LA_1RE1LD_1LD1RE; {'D', 'E'}
1431395; 1RB---_0LC1LB_0LD1LA_1LE1RD_0RD0LE; {'D', 'E'}
1431396; 1RB---_0LC1LB_0LD1LA_1LE1RD_0RD1LE; {'D', 'E'}
1431397; 1RB---_0LC1LB_0LD1LA_1LE1RD_1RD1LE; {'D', 'E'}
1435985; 1RB---_0LC1LB_1RD1LA_0RD1LE_1RD0LE; {'D', 'E'}
1436023; 1RB---_0LC1LB_1RD1LA_0RE0RD_1LE1RD; {'D', 'E'}
1436051; 1RB---_0LC1LB_1RD1LA_0RE0LD_1LD1RE; {'D', 'E'}
1436092; 1RB---_0LC1LB_1RD1LA_0RE1LD_1LD1RE; {'D', 'E'}
1436140; 1RB---_0LC1LB_1RD1LA_0LD1RE_1LD0RE; {'D', 'E'}
1436179; 1RB---_0LC1LB_1RD1LA_0LE0RD_1RD1LE; {'D', 'E'}
1436197; 1RB---_0LC1LB_1RD1LA_0LE0LD_1RE1LD; {'D', 'E'}
1436212; 1RB---_0LC1LB_1RD1LA_0LE1RD_1RD1LE; {'D', 'E'}
1436264; 1RB---_0LC1LB_1RD1LA_1RD1LE_0LD0LE; {'D', 'E'}
1436269; 1RB---_0LC1LB_1RD1LA_1RD1LE_1RD0LE; {'D', 'E'}
1436297; 1RB---_0LC1LB_1RD1LA_1RE0LD_0RE1LD; {'D', 'E'}
1436298; 1RB---_0LC1LB_1RD1LA_1RE0LD_1RE1LD; {'D', 'E'}
1436331; 1RB---_0LC1LB_1RD1LA_1RE1LD_0LD0RE; {'D', 'E'}
1436332; 1RB---_0LC1LB_1RD1LA_1RE1LD_0LD1RE; {'D', 'E'}
1436334; 1RB---_0LC1LB_1RD1LA_1RE1LD_1LD1RE; {'D', 'E'}
1436365; 1RB---_0LC1LB_1RD1LA_1LD1RE_0RD0RE; {'D', 'E'}
1436377; 1RB---_0LC1LB_1RD1LA_1LD1RE_1LD0RE; {'D', 'E'}
1436395; 1RB---_0LC1LB_1RD1LA_1LE0RD_0LE1RD; {'D', 'E'}
1436398; 1RB---_0LC1LB_1RD1LA_1LE0RD_1LE1RD; {'D', 'E'}
1436429; 1RB---_0LC1LB_1RD1LA_1LE1RD_0RD0LE; {'D', 'E'}
1436430; 1RB---_0LC1LB_1RD1LA_1LE1RD_0RD1LE; {'D', 'E'}
1436431; 1RB---_0LC1LB_1RD1LA_1LE1RD_1RD1LE; {'D', 'E'}
1440469; 1RB---_0LC1LB_1LD1LA_0RD1LE_1RD0LE; {'D', 'E'}
1440510; 1RB---_0LC1LB_1LD1LA_0RE0RD_1LE1RD; {'D', 'E'}
1440539; 1RB---_0LC1LB_1LD1LA_0RE0LD_1LD1RE; {'D', 'E'}
1440580; 1RB---_0LC1LB_1LD1LA_0RE1LD_1LD1RE; {'D', 'E'}
1440606; 1RB---_0LC1LB_1LD1LA_0LE0RD_1RD1LE; {'D', 'E'}
1440609; 1RB---_0LC1LB_1LD1LA_0LE0LD_1RE1LD; {'D', 'E'}
1440615; 1RB---_0LC1LB_1LD1LA_0LE1RD_1RD1LE; {'D', 'E'}
1440666; 1RB---_0LC1LB_1LD1LA_1RD1LE_0LD0LE; {'D', 'E'}
1440670; 1RB---_0LC1LB_1LD1LA_1RD1LE_1RD0LE; {'D', 'E'}
1440697; 1RB---_0LC1LB_1LD1LA_1RE0LD_0RE1LD; {'D', 'E'}
1440699; 1RB---_0LC1LB_1LD1LA_1RE0LD_1RE1LD; {'D', 'E'}
1440731; 1RB---_0LC1LB_1LD1LA_1RE1LD_0LD0RE; {'D', 'E'}
1440732; 1RB---_0LC1LB_1LD1LA_1RE1LD_0LD1RE; {'D', 'E'}
1440733; 1RB---_0LC1LB_1LD1LA_1RE1LD_1LD1RE; {'D', 'E'}
1440755; 1RB---_0LC1LB_1LD1LA_1LE1RD_0RD0LE; {'D', 'E'}
1440756; 1RB---_0LC1LB_1LD1LA_1LE1RD_0RD1LE; {'D', 'E'}
1440757; 1RB---_0LC1LB_1LD1LA_1LE1RD_1RD1LE; {'D', 'E'}
1520077; 1RB---_0LC1LD_1LA0LB_0RD1LE_1RD0LE; {'D', 'E'}
1520172; 1RB---_0LC1LD_1LA0LB_0RE0LD_1LD1RE; {'D', 'E'}
1520277; 1RB---_0LC1LD_1LA0LB_0RE1LD_1LD1RE; {'D', 'E'}
1520321; 1RB---_0LC1LD_1LA0LB_0LD1RE_1LD0RE; {'D', 'E'}
1520357; 1RB---_0LC1LD_1LA0LB_0LE0RD_1RD1LE; {'D', 'E'}
1520395; 1RB---_0LC1LD_1LA0LB_0LE0LD_1RE1LD; {'D', 'E'}
1520437; 1RB---_0LC1LD_1LA0LB_0LE1RD_1RD1LE; {'D', 'E'}
1520508; 1RB---_0LC1LD_1LA0LB_1RD1LE_0LD0LE; {'D', 'E'}
1520514; 1RB---_0LC1LD_1LA0LB_1RD1LE_1RD0LE; {'D', 'E'}
1520551; 1RB---_0LC1LD_1LA0LB_1RE0LD_0RE1LD; {'D', 'E'}
1520557; 1RB---_0LC1LD_1LA0LB_1RE0LD_1RE1LD; {'D', 'E'}
1520590; 1RB---_0LC1LD_1LA0LB_1RE1LD_0LD0RE; {'D', 'E'}
1520591; 1RB---_0LC1LD_1LA0LB_1RE1LD_0LD1RE; {'D', 'E'}
1520596; 1RB---_0LC1LD_1LA0LB_1RE1LD_1LD1RE; {'D', 'E'}
1520616; 1RB---_0LC1LD_1LA0LB_1LD1RE_0RD0RE; {'D', 'E'}
1520622; 1RB---_0LC1LD_1LA0LB_1LD1RE_1LD0RE; {'D', 'E'}
1520654; 1RB---_0LC1LD_1LA0LB_1LE1RD_0RD0LE; {'D', 'E'}
1520655; 1RB---_0LC1LD_1LA0LB_1LE1RD_0RD1LE; {'D', 'E'}
1520663; 1RB---_0LC1LD_1LA0LB_1LE1RD_1RD1LE; {'D', 'E'}
1520773; 1RB---_0LC1LD_1LA0LC_0RD1LE_1RD0LE; {'D', 'E'}
1520851; 1RB---_0LC1LD_1LA0LC_0RE0LD_1LD1RE; {'D', 'E'}
1520904; 1RB---_0LC1LD_1LA0LC_0RE1LD_1LD1RE; {'D', 'E'}
1520945; 1RB---_0LC1LD_1LA0LC_0LD1RE_1LD0RE; {'D', 'E'}
1520972; 1RB---_0LC1LD_1LA0LC_0LE0RD_1RD1LE; {'D', 'E'}
1521000; 1RB---_0LC1LD_1LA0LC_0LE0LD_1RE1LD; {'D', 'E'}
1521028; 1RB---_0LC1LD_1LA0LC_0LE1RD_1RD1LE; {'D', 'E'}
1521089; 1RB---_0LC1LD_1LA0LC_1RD1LE_0LD0LE; {'D', 'E'}
1521093; 1RB---_0LC1LD_1LA0LC_1RD1LE_1RD0LE; {'D', 'E'}
1521137; 1RB---_0LC1LD_1LA0LC_1RE0LD_0RE1LD; {'D', 'E'}
1521142; 1RB---_0LC1LD_1LA0LC_1RE0LD_1RE1LD; {'D', 'E'}
1521160; 1RB---_0LC1LD_1LA0LC_1RE1LD_0LD0RE; {'D', 'E'}
1521161; 1RB---_0LC1LD_1LA0LC_1RE1LD_0LD1RE; {'D', 'E'}
1521166; 1RB---_0LC1LD_1LA0LC_1RE1LD_1LD1RE; {'D', 'E'}
1521180; 1RB---_0LC1LD_1LA0LC_1LD1RE_0RD0RE; {'D', 'E'}
1521184; 1RB---_0LC1LD_1LA0LC_1LD1RE_1LD0RE; {'D', 'E'}
1521212; 1RB---_0LC1LD_1LA0LC_1LE1RD_0RD0LE; {'D', 'E'}
1521213; 1RB---_0LC1LD_1LA0LC_1LE1RD_0RD1LE; {'D', 'E'}
1521220; 1RB---_0LC1LD_1LA0LC_1LE1RD_1RD1LE; {'D', 'E'}
1522914; 1RB---_0LC1LD_1LA1LB_0RD1LE_1RD0LE; {'D', 'E'}
1522991; 1RB---_0LC1LD_1LA1LB_0RE0RD_1LE1RD; {'D', 'E'}
1523041; 1RB---_0LC1LD_1LA1LB_0RE0LD_1LD1RE; {'D', 'E'}
1523156; 1RB---_0LC1LD_1LA1LB_0RE1LD_1LD1RE; {'D', 'E'}
1523213; 1RB---_0LC1LD_1LA1LB_0LD1RE_1LD0RE; {'D', 'E'}
1523246; 1RB---_0LC1LD_1LA1LB_0LE0RD_1RD1LE; {'D', 'E'}
1523277; 1RB---_0LC1LD_1LA1LB_0LE0LD_1RE1LD; {'D', 'E'}
1523323; 1RB---_0LC1LD_1LA1LB_0LE1RD_1RD1LE; {'D', 'E'}
1523429; 1RB---_0LC1LD_1LA1LB_1RD1LE_0LD0LE; {'D', 'E'}
1523435; 1RB---_0LC1LD_1LA1LB_1RD1LE_1RD0LE; {'D', 'E'}
1523469; 1RB---_0LC1LD_1LA1LB_1RE0LD_0RE1LD; {'D', 'E'}
1523477; 1RB---_0LC1LD_1LA1LB_1RE0LD_1RE1LD; {'D', 'E'}
1523520; 1RB---_0LC1LD_1LA1LB_1RE1LD_0LD0RE; {'D', 'E'}
1523521; 1RB---_0LC1LD_1LA1LB_1RE1LD_0LD1RE; {'D', 'E'}
1523526; 1RB---_0LC1LD_1LA1LB_1RE1LD_1LD1RE; {'D', 'E'}
1523558; 1RB---_0LC1LD_1LA1LB_1LD1RE_0RD0RE; {'D', 'E'}
1523566; 1RB---_0LC1LD_1LA1LB_1LD1RE_1LD0RE; {'D', 'E'}
1523599; 1RB---_0LC1LD_1LA1LB_1LE1RD_0RD0LE; {'D', 'E'}
1523600; 1RB---_0LC1LD_1LA1LB_1LE1RD_0RD1LE; {'D', 'E'}
1523607; 1RB---_0LC1LD_1LA1LB_1LE1RD_1RD1LE; {'D', 'E'}
1523762; 1RB---_0LC1LD_1LA1LC_0RD1LE_1RD0LE; {'D', 'E'}
1523846; 1RB---_0LC1LD_1LA1LC_0RE0LD_1LD1RE; {'D', 'E'}
1523917; 1RB---_0LC1LD_1LA1LC_0RE1LD_1LD1RE; {'D', 'E'}
1523991; 1RB---_0LC1LD_1LA1LC_0LD1RE_1LD0RE; {'D', 'E'}
1524017; 1RB---_0LC1LD_1LA1LC_0LE0RD_1RD1LE; {'D', 'E'}
1524061; 1RB---_0LC1LD_1LA1LC_0LE0LD_1RE1LD; {'D', 'E'}
1524097; 1RB---_0LC1LD_1LA1LC_0LE1RD_1RD1LE; {'D', 'E'}
1524193; 1RB---_0LC1LD_1LA1LC_1RD1LE_0LD0LE; {'D', 'E'}
1524197; 1RB---_0LC1LD_1LA1LC_1RD1LE_1RD0LE; {'D', 'E'}
1524229; 1RB---_0LC1LD_1LA1LC_1RE0LD_0RE1LD; {'D', 'E'}
1524234; 1RB---_0LC1LD_1LA1LC_1RE0LD_1RE1LD; {'D', 'E'}
1524257; 1RB---_0LC1LD_1LA1LC_1RE1LD_0LD0RE; {'D', 'E'}
1524258; 1RB---_0LC1LD_1LA1LC_1RE1LD_0LD1RE; {'D', 'E'}
1524261; 1RB---_0LC1LD_1LA1LC_1RE1LD_1LD1RE; {'D', 'E'}
1524285; 1RB---_0LC1LD_1LA1LC_1LD1RE_0RD0RE; {'D', 'E'}
1524288; 1RB---_0LC1LD_1LA1LC_1LD1RE_1LD0RE; {'D', 'E'}
1524329; 1RB---_0LC1LD_1LA1LC_1LE1RD_0RD0LE; {'D', 'E'}
1524330; 1RB---_0LC1LD_1LA1LC_1LE1RD_0RD1LE; {'D', 'E'}
1524339; 1RB---_0LC1LD_1LA1LC_1LE1RD_1RD1LE; {'D', 'E'}
2461250; 1RB---_1LB0LC_0RD---_0RD1LE_1RD0LE; {'D', 'E'}
2461276; 1RB---_1LB0LC_0RD---_0RE0RD_1LE1RD; {'D', 'E'}
2461300; 1RB---_1LB0LC_0RD---_0RE0LD_1LD1RE; {'D', 'E'}
2461333; 1RB---_1LB0LC_0RD---_0RE1LD_1LD1RE; {'D', 'E'}
2461352; 1RB---_1LB0LC_0RD---_0LE0RD_1RD1LE; {'D', 'E'}
2461363; 1RB---_1LB0LC_0RD---_0LE0LD_1RE1LD; {'D', 'E'}
2461372; 1RB---_1LB0LC_0RD---_0LE1RD_1RD1LE; {'D', 'E'}
2461440; 1RB---_1LB0LC_0RD---_1RD1LE_0LD0LE; {'D', 'E'}
2461444; 1RB---_1LB0LC_0RD---_1RD1LE_1RD0LE; {'D', 'E'}
2461502; 1RB---_1LB0LC_0RD---_1RE0LD_0RE1LD; {'D', 'E'}
2461505; 1RB---_1LB0LC_0RD---_1RE0LD_1RE1LD; {'D', 'E'}
2461564; 1RB---_1LB0LC_0RD---_1RE1LD_0LD0RE; {'D', 'E'}
2461565; 1RB---_1LB0LC_0RD---_1RE1LD_0LD1RE; {'D', 'E'}
2461566; 1RB---_1LB0LC_0RD---_1RE1LD_1LD1RE; {'D', 'E'}
2461658; 1RB---_1LB0LC_0RD---_1LE1RD_0RD0LE; {'D', 'E'}
2461659; 1RB---_1LB0LC_0RD---_1LE1RD_0RD1LE; {'D', 'E'}
2461660; 1RB---_1LB0LC_0RD---_1LE1RD_1RD1LE; {'D', 'E'}
2470195; 1RB---_1LB0LC_0LD---_0RD1LE_1RD0LE; {'D', 'E'}
2470224; 1RB---_1LB0LC_0LD---_0RE0LD_1LD1RE; {'D', 'E'}
2470255; 1RB---_1LB0LC_0LD---_0RE1LD_1LD1RE; {'D', 'E'}
2470272; 1RB---_1LB0LC_0LD---_0LE0RD_1RD1LE; {'D', 'E'}
2470274; 1RB---_1LB0LC_0LD---_0LE0LD_1RE1LD; {'D', 'E'}
2470289; 1RB---_1LB0LC_0LD---_0LE1RD_1RD1LE; {'D', 'E'}
2470350; 1RB---_1LB0LC_0LD---_1RD1LE_0LD0LE; {'D', 'E'}
2470354; 1RB---_1LB0LC_0LD---_1RD1LE_1RD0LE; {'D', 'E'}
2470385; 1RB---_1LB0LC_0LD---_1RE0LD_0RE1LD; {'D', 'E'}
2470387; 1RB---_1LB0LC_0LD---_1RE0LD_1RE1LD; {'D', 'E'}
2470429; 1RB---_1LB0LC_0LD---_1RE1LD_0LD0RE; {'D', 'E'}
2470430; 1RB---_1LB0LC_0LD---_1RE1LD_0LD1RE; {'D', 'E'}
2470431; 1RB---_1LB0LC_0LD---_1RE1LD_1LD1RE; {'D', 'E'}
2470470; 1RB---_1LB0LC_0LD---_1LE1RD_0RD0LE; {'D', 'E'}
2470471; 1RB---_1LB0LC_0LD---_1LE1RD_0RD1LE; {'D', 'E'}
2470472; 1RB---_1LB0LC_0LD---_1LE1RD_1RD1LE; {'D', 'E'}
2481890; 1RB---_1LB0LC_1RD---_0RD1LE_1RD0LE; {'D', 'E'}
2481922; 1RB---_1LB0LC_1RD---_0RE0RD_1LE1RD; {'D', 'E'}
2481937; 1RB---_1LB0LC_1RD---_0RE0LD_1LD1RE; {'D', 'E'}
2481963; 1RB---_1LB0LC_1RD---_0RE1LD_1LD1RE; {'D', 'E'}
2481992; 1RB---_1LB0LC_1RD---_0LD1RE_1LD0RE; {'D', 'E'}
2482027; 1RB---_1LB0LC_1RD---_0LE0RD_1RD1LE; {'D', 'E'}
2482047; 1RB---_1LB0LC_1RD---_0LE0LD_1RE1LD; {'D', 'E'}
2482062; 1RB---_1LB0LC_1RD---_0LE1RD_1RD1LE; {'D', 'E'}
2482110; 1RB---_1LB0LC_1RD---_1RD1LE_0LD0LE; {'D', 'E'}
2482115; 1RB---_1LB0LC_1RD---_1RD1LE_1RD0LE; {'D', 'E'}
2482132; 1RB---_1LB0LC_1RD---_1RE0LD_0RE1LD; {'D', 'E'}
2482133; 1RB---_1LB0LC_1RD---_1RE0LD_1RE1LD; {'D', 'E'}
2482153; 1RB---_1LB0LC_1RD---_1RE1LD_0LD0RE; {'D', 'E'}
2482154; 1RB---_1LB0LC_1RD---_1RE1LD_0LD1RE; {'D', 'E'}
2482155; 1RB---_1LB0LC_1RD---_1RE1LD_1LD1RE; {'D', 'E'}
2482178; 1RB---_1LB0LC_1RD---_1LD1RE_0RD0RE; {'D', 'E'}
2482189; 1RB---_1LB0LC_1RD---_1LD1RE_1LD0RE; {'D', 'E'}
2482205; 1RB---_1LB0LC_1RD---_1LE0RD_0LE1RD; {'D', 'E'}
2482209; 1RB---_1LB0LC_1RD---_1LE0RD_1LE1RD; {'D', 'E'}
2482229; 1RB---_1LB0LC_1RD---_1LE1RD_0RD0LE; {'D', 'E'}
2482230; 1RB---_1LB0LC_1RD---_1LE1RD_0RD1LE; {'D', 'E'}
2482231; 1RB---_1LB0LC_1RD---_1LE1RD_1RD1LE; {'D', 'E'}
2495086; 1RB---_1LB0LC_1LA0RD_0RD1LE_1RD0LE; {'D', 'E'}
2495119; 1RB---_1LB0LC_1LA0RD_0RE0LD_1LD1RE; {'D', 'E'}
2495158; 1RB---_1LB0LC_1LA0RD_0RE1LD_1LD1RE; {'D', 'E'}
2495185; 1RB---_1LB0LC_1LA0RD_0LE0RD_1RD1LE; {'D', 'E'}
2495189; 1RB---_1LB0LC_1LA0RD_0LE0LD_1RE1LD; {'D', 'E'}
2495191; 1RB---_1LB0LC_1LA0RD_0LE1RD_1RD1LE; {'D', 'E'}
2495245; 1RB---_1LB0LC_1LA0RD_1RD1LE_0LD0LE; {'D', 'E'}
2495251; 1RB---_1LB0LC_1LA0RD_1RD1LE_1RD0LE; {'D', 'E'}
2495293; 1RB---_1LB0LC_1LA0RD_1RE0LD_0RE1LD; {'D', 'E'}
2495296; 1RB---_1LB0LC_1LA0RD_1RE0LD_1RE1LD; {'D', 'E'}
2495346; 1RB---_1LB0LC_1LA0RD_1RE1LD_0LD0RE; {'D', 'E'}
2495348; 1RB---_1LB0LC_1LA0RD_1RE1LD_0LD1RE; {'D', 'E'}
2495355; 1RB---_1LB0LC_1LA0RD_1RE1LD_1LD1RE; {'D', 'E'}
2495391; 1RB---_1LB0LC_1LA0RD_1LE1RD_0RD0LE; {'D', 'E'}
2495392; 1RB---_1LB0LC_1LA0RD_1LE1RD_0RD1LE; {'D', 'E'}
2495393; 1RB---_1LB0LC_1LA0RD_1LE1RD_1RD1LE; {'D', 'E'}
2495436; 1RB---_1LB0LC_1LA0LD_0RD1LE_1RD0LE; {'D', 'E'}
2495478; 1RB---_1LB0LC_1LA0LD_0RE0LD_1LD1RE; {'D', 'E'}
2495522; 1RB---_1LB0LC_1LA0LD_0RE1LD_1LD1RE; {'D', 'E'}
2495545; 1RB---_1LB0LC_1LA0LD_0LE0RD_1RD1LE; {'D', 'E'}
2495554; 1RB---_1LB0LC_1LA0LD_0LE0LD_1RE1LD; {'D', 'E'}
2495555; 1RB---_1LB0LC_1LA0LD_0LE1RD_1RD1LE; {'D', 'E'}
2495601; 1RB---_1LB0LC_1LA0LD_1RD1LE_0LD0LE; {'D', 'E'}
2495606; 1RB---_1LB0LC_1LA0LD_1RD1LE_1RD0LE; {'D', 'E'}
2495646; 1RB---_1LB0LC_1LA0LD_1RE0LD_0RE1LD; {'D', 'E'}
2495651; 1RB---_1LB0LC_1LA0LD_1RE0LD_1RE1LD; {'D', 'E'}
2495681; 1RB---_1LB0LC_1LA0LD_1RE1LD_0LD0RE; {'D', 'E'}
2495682; 1RB---_1LB0LC_1LA0LD_1RE1LD_0LD1RE; {'D', 'E'}
2495684; 1RB---_1LB0LC_1LA0LD_1RE1LD_1LD1RE; {'D', 'E'}
2495703; 1RB---_1LB0LC_1LA0LD_1LE1RD_0RD0LE; {'D', 'E'}
2495705; 1RB---_1LB0LC_1LA0LD_1LE1RD_0RD1LE; {'D', 'E'}
2495708; 1RB---_1LB0LC_1LA0LD_1LE1RD_1RD1LE; {'D', 'E'}
2495748; 1RB---_1LB0LC_1LA1RD_0RD1LE_1RD0LE; {'D', 'E'}
2495773; 1RB---_1LB0LC_1LA1RD_0RE0RD_1LE1RD; {'D', 'E'}
2495781; 1RB---_1LB0LC_1LA1RD_0RE0LD_1LD1RE; {'D', 'E'}
2495820; 1RB---_1LB0LC_1LA1RD_0RE1LD_1LD1RE; {'D', 'E'}
2495855; 1RB---_1LB0LC_1LA1RD_0LD1RE_1LD0RE; {'D', 'E'}
2495896; 1RB---_1LB0LC_1LA1RD_0LE0RD_1RD1LE; {'D', 'E'}
2495901; 1RB---_1LB0LC_1LA1RD_0LE0LD_1RE1LD; {'D', 'E'}
2495910; 1RB---_1LB0LC_1LA1RD_0LE1RD_1RD1LE; {'D', 'E'}
2495972; 1RB---_1LB0LC_1LA1RD_1RD1LE_0LD0LE; {'D', 'E'}
2495976; 1RB---_1LB0LC_1LA1RD_1RD1LE_1RD0LE; {'D', 'E'}
2496032; 1RB---_1LB0LC_1LA1RD_1RE0LD_0RE1LD; {'D', 'E'}
2496034; 1RB---_1LB0LC_1LA1RD_1RE0LD_1RE1LD; {'D', 'E'}
2496118; 1RB---_1LB0LC_1LA1RD_1RE1LD_0LD0RE; {'D', 'E'}
2496120; 1RB---_1LB0LC_1LA1RD_1RE1LD_0LD1RE; {'D', 'E'}
2496126; 1RB---_1LB0LC_1LA1RD_1RE1LD_1LD1RE; {'D', 'E'}
2496233; 1RB---_1LB0LC_1LA1RD_1LD1RE_0RD0RE; {'D', 'E'}
2496247; 1RB---_1LB0LC_1LA1RD_1LD1RE_1LD0RE; {'D', 'E'}
2496268; 1RB---_1LB0LC_1LA1RD_1LE0RD_0LE1RD; {'D', 'E'}
2496272; 1RB---_1LB0LC_1LA1RD_1LE0RD_1LE1RD; {'D', 'E'}
2496306; 1RB---_1LB0LC_1LA1RD_1LE1RD_0RD0LE; {'D', 'E'}
2496307; 1RB---_1LB0LC_1LA1RD_1LE1RD_0RD1LE; {'D', 'E'}
2496309; 1RB---_1LB0LC_1LA1RD_1LE1RD_1RD1LE; {'D', 'E'}
2496418; 1RB---_1LB0LC_1LA1LD_0RD1LE_1RD0LE; {'D', 'E'}
2496444; 1RB---_1LB0LC_1LA1LD_0RE0RD_1LE1RD; {'D', 'E'}
2496462; 1RB---_1LB0LC_1LA1LD_0RE0LD_1LD1RE; {'D', 'E'}
2496519; 1RB---_1LB0LC_1LA1LD_0RE1LD_1LD1RE; {'D', 'E'}
2496546; 1RB---_1LB0LC_1LA1LD_0LE0RD_1RD1LE; {'D', 'E'}
2496550; 1RB---_1LB0LC_1LA1LD_0LE0LD_1RE1LD; {'D', 'E'}
2496564; 1RB---_1LB0LC_1LA1LD_0LE1RD_1RD1LE; {'D', 'E'}
2496652; 1RB---_1LB0LC_1LA1LD_1RD1LE_0LD0LE; {'D', 'E'}
2496656; 1RB---_1LB0LC_1LA1LD_1RD1LE_1RD0LE; {'D', 'E'}
2496690; 1RB---_1LB0LC_1LA1LD_1RE0LD_0RE1LD; {'D', 'E'}
2496693; 1RB---_1LB0LC_1LA1LD_1RE0LD_1RE1LD; {'D', 'E'}
2496762; 1RB---_1LB0LC_1LA1LD_1RE1LD_0LD0RE; {'D', 'E'}
2496763; 1RB---_1LB0LC_1LA1LD_1RE1LD_0LD1RE; {'D', 'E'}
2496767; 1RB---_1LB0LC_1LA1LD_1RE1LD_1LD1RE; {'D', 'E'}
2496820; 1RB---_1LB0LC_1LA1LD_1LE1RD_0RD0LE; {'D', 'E'}
2496822; 1RB---_1LB0LC_1LA1LD_1LE1RD_0RD1LE; {'D', 'E'}
2496828; 1RB---_1LB0LC_1LA1LD_1LE1RD_1RD1LE; {'D', 'E'}
2496873; 1RB---_1LB0LC_1LD---_0RD1LE_1RD0LE; {'D', 'E'}
2496896; 1RB---_1LB0LC_1LD---_0RE0RD_1LE1RD; {'D', 'E'}
2496909; 1RB---_1LB0LC_1LD---_0RE0LD_1LD1RE; {'D', 'E'}
2496926; 1RB---_1LB0LC_1LD---_0RE1LD_1LD1RE; {'D', 'E'}
2496944; 1RB---_1LB0LC_1LD---_0LE0RD_1RD1LE; {'D', 'E'}
2496946; 1RB---_1LB0LC_1LD---_0LE0LD_1RE1LD; {'D', 'E'}
2496950; 1RB---_1LB0LC_1LD---_0LE1RD_1RD1LE; {'D', 'E'}
2496983; 1RB---_1LB0LC_1LD---_1RD1LE_0LD0LE; {'D', 'E'}
2496987; 1RB---_1LB0LC_1LD---_1RD1LE_1RD0LE; {'D', 'E'}
2497009; 1RB---_1LB0LC_1LD---_1RE0LD_0RE1LD; {'D', 'E'}
2497010; 1RB---_1LB0LC_1LD---_1RE0LD_1RE1LD; {'D', 'E'}
2497032; 1RB---_1LB0LC_1LD---_1RE1LD_0LD0RE; {'D', 'E'}
2497033; 1RB---_1LB0LC_1LD---_1RE1LD_0LD1RE; {'D', 'E'}
2497034; 1RB---_1LB0LC_1LD---_1RE1LD_1LD1RE; {'D', 'E'}
2497056; 1RB---_1LB0LC_1LD---_1LE1RD_0RD0LE; {'D', 'E'}
2497057; 1RB---_1LB0LC_1LD---_1LE1RD_0RD1LE; {'D', 'E'}
2497059; 1RB---_1LB0LC_1LD---_1LE1RD_1RD1LE; {'D', 'E'}
2571253; 1RB---_1LB1LC_0RD---_0RD1LE_1RD0LE; {'D', 'E'}
2571307; 1RB---_1LB1LC_0RD---_0RE0LD_1LD1RE; {'D', 'E'}
2571352; 1RB---_1LB1LC_0RD---_0RE1LD_1LD1RE; {'D', 'E'}
2571501; 1RB---_1LB1LC_0RD---_0LD1RE_1LD0RE; {'D', 'E'}
2571508; 1RB---_1LB1LC_0RD---_0LE0RD_1RD1LE; {'D', 'E'}
2571546; 1RB---_1LB1LC_0RD---_0LE0LD_1RE1LD; {'D', 'E'}
2571573; 1RB---_1LB1LC_0RD---_0LE1RD_1RD1LE; {'D', 'E'}
2571627; 1RB---_1LB1LC_0RD---_1RD1LE_0LD0LE; {'D', 'E'}
2571631; 1RB---_1LB1LC_0RD---_1RD1LE_1RD0LE; {'D', 'E'}
2571679; 1RB---_1LB1LC_0RD---_1RE0LD_0RE1LD; {'D', 'E'}
2571683; 1RB---_1LB1LC_0RD---_1RE0LD_1RE1LD; {'D', 'E'}
2571705; 1RB---_1LB1LC_0RD---_1RE1LD_0LD0RE; {'D', 'E'}
2571706; 1RB---_1LB1LC_0RD---_1RE1LD_0LD1RE; {'D', 'E'}
2571709; 1RB---_1LB1LC_0RD---_1RE1LD_1LD1RE; {'D', 'E'}
2571749; 1RB---_1LB1LC_0RD---_1LD1RE_0RD0RE; {'D', 'E'}
2571754; 1RB---_1LB1LC_0RD---_1LD1RE_1LD0RE; {'D', 'E'}
2571782; 1RB---_1LB1LC_0RD---_1LE1RD_0RD0LE; {'D', 'E'}
2571783; 1RB---_1LB1LC_0RD---_1LE1RD_0RD1LE; {'D', 'E'}
2571787; 1RB---_1LB1LC_0RD---_1LE1RD_1RD1LE; {'D', 'E'}
2586689; 1RB---_1LB1LC_0LD---_0RD1LE_1RD0LE; {'D', 'E'}
